"","Title","Authors","Abstract","Published Year","Published Month","Journal","Volume","Issue","Pages","Accession Number","DOI","Ref","Covidence #","Study","Notes","Tags","Sociocultural","Biophysical","Biotic","IK","Intervention","Potentially relevant","save for other sections","Transboundary unclear","Perspective paper","Human_movement","Original_study","socio_human","socio_biotic","socio_physical","human_biotic"
"44","Invasive hematophagous arthropods and associated diseases in a changing world","Cuthbert, R. N.; Darriet, F.; Chabrerie, O.; Lenoir, J.; Courchamp, F.; Claeys, C.; Robert, V.; Jourdain, F.; Ulmer, R.; Diagne, C.; Ayala, D.; Simard, F.; Morand, S.; Renault, D.","Biological invasions have increased significantly with the tremendous growth of international trade and transport. Hematophagous arthropods can be vectors of infectious and potentially lethal pathogens and parasites, thus constituting a growing threat to humans-especially when associated with biological invasions. Today, several major vector-borne diseases, currently described as emerging or re-emerging, are expanding in a world dominated by climate change, land-use change and intensive transportation of humans and goods. In this review, we retrace the historical trajectory of these invasions to better understand their ecological, physiological and genetic drivers and their impacts on ecosystems and human health. We also discuss arthropod management strategies to mitigate future risks by harnessing ecology, public health, economics and social-ethnological considerations. Trade and transport of goods and materials, including vertebrate introductions and worn tires, have historically been important introduction pathways for the most prominent invasive hematophagous arthropods, but sources and pathways are likely to diversify with future globalization. Burgeoning urbanization, climate change and the urban heat island effect are likely to interact to favor invasive hematophagous arthropods and the diseases they can vector. To mitigate future invasions of hematophagous arthropods and novel disease outbreaks, stronger preventative monitoring and transboundary surveillance measures are urgently required. Proactive approaches, such as the use of monitoring and increased engagement in citizen science, would reduce epidemiological and ecological risks and could save millions of lives and billions of dollars spent on arthropod control and disease management. Last, our capacities to manage invasive hematophagous arthropods in a sustainable way for worldwide ecosystems can be improved by promoting interactions among experts of the health sector, stakeholders in environmental issues and policymakers (e.g. the One Health approach) while considering wider social perceptions.",2023,"AUG 17","PARASITES & VECTORS","16","1","","WOS:001050459900001","10.1186/s13071-023-05887-x","","#2617","Cuthbert 2023","","Biotic; Intervention",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"45","A synthetic review of feedbacks and drivers of shrub encroachment in arid grasslands","D'Odorico, P.; Okin, G. S.; Bestelmeyer, B. T.","Many arid grasslands around the world are affected by woody plant encroachment and by the replacement of a relatively continuous grass cover with shrub patches bordered by bare soil. This shift in plant community composition is often abrupt in space and time, suggesting that it is likely sustained by positive feedbacks between vegetation and environmental conditions (e.g. resource availability) or disturbance regime (e.g. fire or freeze). These feedbacks amplify the effects of drivers of shrub encroachment, i.e. of conditions favouring a shift from grass to shrub dominance (e.g. overgrazing, climate change). Here, we review some major drivers and feedbacks and identify the basic stages in the transition from grassland to shrubland. We discuss some possible scenarios of interactions between drivers and feedbacks that could explain the transition from a stage to the next and the potential irreversibility of the shift from grass to shrub dominance. We introduce a simplistic modelling framework that can integrate the various drivers to explain the emergence of bistability for shrub-encroached grassland systems. Published 2011. This article is a U.S. Government work and is in the public domain in the USA.",2012,"SEP","Ecohydrology","5","5","520-530","WOS:000309841400003","10.1002/eco.259","","#2636","D'Odorico 2012","","Biotic; Transboundary unclear",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"46","Flaviviruses, an expanding threat in public health: focus on dengue, West Nile, and Japanese encephalitis virus","Daep, C. A.; Muñoz-Jordán, J. L.; Eugenin, E. A.","The flaviviruses dengue, West Nile, and Japanese encephalitis represent three major mosquito-borne viruses worldwide. These pathogens impact the lives of millions of individuals and potentially could affect non-endemic areas already colonized by mosquito vectors. Unintentional transport of infected vectors (Aedes and Culex spp.), traveling within endemic areas, rapid adaptation of the insects into new geographic locations, climate change, and lack of medical surveillance have greatly contributed to the increase in flaviviral infections worldwide. The mechanisms by which flaviviruses alter the immune and the central nervous system have only recently been examined despite the alarming number of infections, related deaths, and increasing global distribution. In this review, we will discuss the expansion of the geographic areas affected by flaviviruses, the potential threats to previously unaffected countries, the mechanisms of pathogenesis, and the potential therapeutic interventions to limit the devastating consequences of these viruses.",2014,"DEC","JOURNAL OF NEUROVIROLOGY","20","6","539-560","WOS:000346237700001","10.1007/s13365-014-0285-z","","#2661","Daep 2014","","Biotic; Transboundary unclear",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"47","Temperature change effects on marine fish range shifts: A meta-analysis of ecological and methodological predictors","Dahms, C.; Killen, S. S.","The current effects of global warming on marine ecosystems are predicted to increase, with species responding by changing their spatial distributions. Marine ectotherms such as fish experience elevated distribution shifts, as temperature plays a key role in physiological functions and delineating population ranges through thermal constraints. Distributional response predictions necessary for population management have been complicated by high heterogeneity in magnitude and direction of movements, which may be explained by both biological as well as methodological study differences. To date, however, there has been no comprehensive synthesis of the interacting ecological factors influencing fish distributions in response to climate change and the confounding methodological factors that can affect their estimation. In this study we analyzed published studies meeting criteria of reporting range shift responses to global warming in 115 taxa spanning all major oceanic regions, totaling 595 three-dimensional population responses (latitudinal, longitudinal, and depth), with temperature identified as a significant driver. We found that latitudinal shifts were the fastest in non-exploited, tropical populations, and inversely correlated with depth shifts which, in turn, dominated at the trailing edges of population ranges. While poleward responses increased with rate of temperature change and latitude, niche was a key factor in predicting both depth (18% of variation) and latitudinal responses (13%), with methodological predictors explaining between 10% and 28% of the observed variance in marine fish responses to temperature change. Finally, we found strong geographical publication bias and limited taxonomical scope, highlighting the need for more representative and standardized research in order to address heterogeneity in distribution responses and improve predictions in face of changing climate.",2023,"AUG","Global Change Biology","29","16","4459-4479","WOS:000997108300001","10.1111/gcb.16770","","#2666","Dahms 2023","Anabel Kinsey (2024-09-10 10:07:29)(Select): Figure 2 shows a Northward shift that could cross into Canada due to thermal changes. ;","Biotic; Transboundary unclear",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"48","Monitoring Forest-Tundra Ecotones at Multiple Scales","Danby, R. K.","The transition from forest to tundra in Arctic and alpine regions, frequently referred to as treeline, has preoccupied biogeographers and ecologists for more than a century. It is widely hypothesized that treelines will advance in response to current and anticipated future temperature increases worldwide. Monitoring of these ecotones is important in light of the potential for change. Equally important is an understanding of past changes so that future changes and their impacts can be forecast. This paper provides an overview of methods that have been used to detect and measure change at forest-tundra ecotones worldwide, with examples drawn from studies of treelines in alpine areas of the subarctic. These methods include resurveys of field plots and transects, repeat photography, dendrochronology, use of historical records, remote sensing, and paleoecological techniques such as palynology and subfossil analysis. The benefits and limitations of each approach are identified and evaluated. It is shown that there is no single best method, largely because each is only capable of resolving change within a specific range of temporal and spatial extents. Multiscale approaches that integrate several methods and techniques provide a more comprehensive picture of change and can be used to identify the variables that influence treeline dynamics and better understand functional mechanisms of response.",2011,"SEP","Geography Compass","5","9","","WOS:000214325500001","10.1111/j.1749-8198.2011.00447.x","","#2697","Danby 2011","Anabel Kinsey (2024-10-19 14:00:27)(Select): """"Thus, treelines are expected to advance as temperatures warm, and evidence of more advanced treeline positions during past warm periods supports this."""" Implicitly transboundary -> Antarctica + Canada will have changing treelines, which will effect the biodiversity in the area.; ","Biotic; Transboundary unclear",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"49","Arctic marine ecosystems face increasing climate stress","Deb, J. C.; Bailey, S. A.","Arctic warming is occurring at amuch faster rate than in other parts of the globe, with potentially devastating consequences for the diverse array of species within ecologically and biologically sensitive areas in the Arctic marine region. However, climate change research in this region is sparse compared to other biomes, hindering conservation efforts. In this article, we review and synthesize the available literature to understand the observed and potential impacts of climate change on different species and ecosystems in the Arctic marine region. We reviewed 253 articles reporting changes in species and ecosystems in the Arctic marine region in response to climate change (225 studies documenting observed impacts and 28 reporting predicted impacts). The review revealed that most research effort has been concentrated in only a subset of Arctic Large Marine Ecosystems (LMEs) (5/18 LMEs), with the majority of Arctic LMEs being poorly studied. The majority of the reviewed papers focused on marine mammals (19%) followed by microalgae (17%). A number of studies documented variability in planktonic communities (microalgae, macroalgae, zooplankton), resulting in alteration in ecosystem structure and function. Reproductive failure, decline in populations, and changes in diet composition, behavior, and breeding biology were reported for sea birds and mammals. Further, shifts in spatial distribution of fishes were observed by several studies. This review provides persuasive evidence that multiple climate change indices in the Arctic region are changing, with impacts on almost all components of marine biotic ecosystems (from plankton to top predators). We identify a number of gaps (such as limited inventory of biota, robustness of data supporting climate change indices on an Arctic Ocean scale, and climate suitability assessment for all species) in climate change research in Arctic marine ecosystems where future studies can help to quantify the impacts of climate change on species and ecosystems and advance understanding for their adaptive management.",2023,"SEP","Environmental Reviews","31","3","403-451","WOS:000963001200001","10.1139/er-2022-0101","","#2881","Deb 2023","Anabel Kinsey (2024-10-19 04:28:12)(Select): This definitely relates to biodiversity + climate change. Implicit transboundary as the areas of interest span US + Canada ocean zones. ;","Biotic; Intervention; Transboundary unclear",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"50","A Review of Factors Potentially Contributing to the Long-Term Decline of Atlantic Salmon in the Conne River, Newfoundland, Canada","Dempson, J. B.; Van Leeuwen, T. E.; Bradbury, I. R.; Lehnert, S. J.; Coté, D.; Cyr, F.; Pretty, C.; Kelly, N. I.","Species extinction and population extirpation are now widespread across aquatic ecosystems with many diadromous species, including Atlantic salmon (Salmo salar), in decline throughout much of the North Atlantic. Declines can occur simultaneously at both large and small regional scales rendering factors driving the decreases more elusive. On the south coast of Newfoundland abundance of Atlantic salmon at Conne River fell by 92% over a period of almost four decades in contrast with most other populations in the region suggesting local factors may be contributing to the decline. Here factors potentially contributing to the long-term decline of salmon are reviewed by (1) examining long-term trends in abundance and survival at different life stages, (2) presenting a synopsis on the presence and absence of factors impacting survival and productivity of this population, (3) using a semi-quantitative two dimensional classification system, based on expert opinion, to rank factors potentially contributing to the decline, and (4) utilizing a quantitative Random Forest analysis to complement the expert opinion approach in identifying factors possibly affecting salmon abundance in this south coast Newfoundland population. Results from both qualitative and quantitative analyses identified factors associated with salmon aquaculture as a possible driver of the decline. Additional factors include the influence of both climate change and predation in freshwater and marine habitats. As various Atlantic salmon populations across the native range approach extirpation, the results further highlight the necessity of river-specific analyses in addition to long-term monitoring and fine-scale demographic and threat information in the prioritization of research necessary for conserving or restoring endangered populations.",2024,"JUL 2","REVIEWS IN FISHERIES SCIENCE & AQUACULTURE","32","3","479-504","WOS:001205011200001","10.1080/23308249.2024.2341023","","#2940","Dempson 2024","","Biotic; Transboundary unclear",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"51","ZOONOSIS TRANSMITTED BY FOOD CAN AFFECT ITS EPIDEMIOLOGY, AS A RESULT OF CLIMATE CHANGE AND PROCESSES OF GLOBALIZATION","Donoso, S.; Gadicke, P.; Landaeta, C.","The objective of this review was to evaluate the effects of climate change and globalization on the epidemiological behavior of zoonosis transmitted by food. Globalization has affected people's habits and has led to an increased transport of passengers and movement of animals, greater availability of foods and an increase in the international trade of foods, ingredients and raw materials, resulting in an increased spread of pathological agents. The changes in temperatures and the increased frequency of extreme climatological events, such as severe droughts and flooding, have affected pathogens that can be transmitted by food, leading to the disappearance of old pathogens and emergence of new pathogens in foods. Since climate change and globalization are constant and dynamic processes, further research and support from world organizations for food and human and animal health are needed to determine the effect of these phenomena on zoonosis transmitted by foods.",2016,"JUN-AUG","CHILEAN JOURNAL OF AGRICULTURAL & ANIMAL SCIENCES","32","2","149-156","WOS:000390870300008","10.4067/S0719-38902016000200008","","#3175","Donoso 2016","Tyler McIntosh (2024-08-22 03:17:01)(Select): Translated via ChatGPT to speed up process. Climate change flow limited to pathogens, does not include human movement. BioD connection: """"Extreme weather events such as floods and droughts can contaminate soils, agricultural lands, water, and food with pathogens from humans and animals"""". Tagging as transboundary unclear since it is unclear how long-distance the transport of pathogens via extreme events might be. Main focus of paper, food-borne disease, does not have adequate climate change-drive for flow.; ","Biotic; Transboundary unclear",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"52","The Population Dynamics of Columnar and Other Cacti: A Review","Drezner, T. D.; Lazarus, B. L.","In this article, we review the population cycles of cacti, with an emphasis on the large, often keystone columnar cacti of the North American deserts. These and many other cacti often experience dramatic increases and declines in their numbers. Seeds that germinate in years that provide favourable conditions for regeneration and subsequently survive establish a cohort. We first review the limitations to estimating the age of any given individual; without this information, we cannot reconstruct the age of a population and reconstruct its age structure and demography. We then discuss the techniques for so doing, the data that are available, and the work that has been carried out on a few limited and isolated populations, primarily of Carnegiea gigantea. We then link century-scale population fluctuations with micro, local, regional and global climate factors, which include nurse-plant relationships, periodic freezing and El Nino events, and proceed to elaborate on the factors that influence cactus demographics, such as dispersal, pollination, human impacts and climate change.",2008,"JAN","Geography Compass","2","1","1-29","WOS:000214290500001","10.1111/j.1749-8198.2007.00083.x","","#3215","Drezner 2008","Anna LoPresti (2024-08-13 09:11:45)(Select): implicit transboundary context: range shifts/expansion of cacti due to climate change; Grace Westphal (2024-08-13 04:24:41)(Select): Climate change impacts reviewed briefly starting on page 17;","Biotic; Transboundary unclear",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"53","Responses of insect pests, pathogens, and invasive plant species to climate change in the forests of northeastern North America: What can we predict?","Dukes, J. S.; Pontius, J.; Orwig, D.; Garnas, J. R.; Rodgers, V. L.; Brazee, N.; Cooke, B.; Theoharides, K. A.; Stange, E. E.; Harrington, R.; Ehrenfeld, J.; Gurevitch, J.; Lerdau, M.; Stinson, K.; Wick, R.; Ayres, M.","Climate models project that by 2100, the northeastern US and eastern Canada will warm by approximately 3-5 degrees C, with increased winter precipitation. These changes will affect trees directly and also indirectly through effects on """"nuisance'' species, such as insect pests, pathogens, and invasive plants. We review how basic ecological principles can be used to predict nuisance species' responses to climate change and how this is likely to impact northeastern forests. We then examine in detail the potential responses of two pest species (hemlock woolly adelgid (Adelges tsugae Annand) and forest tent caterpillar (Malacosoma disstria Hubner), two pathogens (armillaria root rot (Armillaria spp.) and beech bark disease (Cryptococcus fagisuga Lind. + Neonectria spp.), and two invasive plant species (glossy buckthorn (Frangula alnus Mill.) and oriental bittersweet (Celastrus orbiculatus Thunb.) Several of these species are likely to have stronger or more widespread effects on forest composition and structure under the projected climate. However, uncertainty pervades our predictions because we lack adequate data on the species and because some species depend on complex, incompletely understood, unstable relationships. While targeted research will increase our confidence in making predictions, some uncertainty will always persist. Therefore, we encourage policies that allow for this uncertainty by considering a wide range of possible scenarios.",2009,"FEB","Canadian Journal of Forest Research","39","2","231-248","WOS:000265054300003","10.1139/X08-171","","#3274","Dukes 2009","","Biotic",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"54","Climatic changes and their role in emergence and re-emergence of diseases","El-Sayed, A.; Kamel, M.","Global warming and the associated climate changes are predictable. They are enhanced by burning of fossil fuels and the emission of huge amounts of CO2 gas which resulted in greenhouse effect. It is expected that the average global temperature will increase with 2-5 degrees C in the next decades. As a result, the earth will exhibit marked climatic changes characterized by extremer weather events in the coming decades, such as the increase in temperature, rainfall, summertime, droughts, more frequent and stronger tornadoes and hurricanes. Epidemiological disease cycle includes host, pathogen and in certain cases intermediate host/vector. A complex mixture of various environmental conditions (e.g. temperature and humidity) determines the suitable habitat/ecological niche for every vector host. The availability of suitable vectors is a precondition for the emergence of vector-borne pathogens. Climate changes and global warming will have catastrophic effects on human, animal and environmental ecosystems. Pathogens, especially neglected tropical disease agents, are expected to emerge and re-emerge in several countries including Europe and North America. The lives of millions of people especially in developing countries will be at risk in direct and indirect ways. In the present review, the role of climate changes in the spread of infectious agents and their vectors is discussed. Examples of the major emerging viral, bacterial and parasitic diseases are also summarized.",2020,"JUN","Environmental Science and Pollution Research","27","18","22336-22352","WOS:000529493300023","10.1007/s11356-020-08896-w","","#3393","El-Sayed 2020","Grace Westphal (2024-08-03 04:04:19)(Select): North American countries are grouped together, and transboundaries between them are not considered. However, the diseases discussed are a threat to all North American countries.; ","Biotic; Transboundary unclear",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"55","Mosquitoes and <i>Culicoides</i> biting midges: vector range and the influence of climate change","Elbers, A. R. W.; Koenraadt, C. J. M.; Meiswinkel, R.","Vector-borne animal diseases pose a continuous and substantial threat to livestock economies around the globe. Increasing international travel, the globalisation of trade, and climate change are likely to play a progressively more important role in the introduction, establishment and spread of arthropod-borne pathogens worldwide. A review of the literature reveals that many climatic variables, functioning singly or in combination, exert varying effects on the distribution and range of Culicoides vector midges and mosquitoes. For example, higher temperatures may be associated with increased insect abundance thereby amplifying the risk of disease transmission but there are no indications yet of dramatic shifts occurring in the geographic range of Culicoides midges. However, the same cannot be said for mosquitoes: over the last few decades, multiple Asian species have established themselves in Europe, spread and are unlikely to ever be eradicated. Research on how insects respond to changes in climate is still in its infancy. The authors argue that we need to grasp how other annectant changes, such as extremes in precipitation (drought and flooding), may affect the dispersal capability of mosquitoes. Models are useful for assessing the interplay between mosquito vectors expanding their range and the native flora and fauna; however, ecological studies employing classical mark-release-recapture techniques remain essential for addressing fundamental questions about the survival and dispersal of mosquito species, with the resulting parameters fed directly into new-generation disease transmission models. Studies on the eventual impact of mosquitoes on animal and human health should be tackled through large-scale integrated research programmes. Such an approach calls for more collaborative efforts, along the lines of the One Health Initiative.",2015,"APR","REVUE SCIENTIFIQUE ET TECHNIQUE-OFFICE INTERNATIONAL DES EPIZOOTIES","34","1","123-137","WOS:000356403000007","10.20506/rst.34.1.2349","","#3400","Elbers 2015","","Biotic",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"56","Interpreting seasonal range shifts in migratory birds: a critical assessment of 'short-stopping' and a suggested terminology","Elmberg, J.; Hessel, R.; Fox, A. D.; Dalby, L.","The term 'short-stopping' is increasingly used in ecology to describe spatio-temporal changes in occurrence of migratory species. Spurred by the insight that it has been used in a variety of contexts, we reviewed its use in avian ecology. A literature search yielded 59 papers explicitly treating short-stopping in birds, most of them in peer-reviewed journals. The term was first used in 1967 to describe a northward shift in wintering Canada Geese in North America and has been used with increasing frequency to the present day. Geese dominate the short-stopping literature, which is confined to the northern hemisphere. Short-stopping has been used to describe (1) a shortened autumn migration that results in a wintering distribution closer to breeding areas, (2) a shortened spring migration that results in a breeding distribution closer to wintering areas, and (3) a delay in autumn migration that leads to a perceived reduced abundance in some part of the winter range. We advocate that short-stopping should be used only to describe (1) range shifts that involve shortening of the migratory corridor, and that they are qualified explicitly by season (i.e. breeding/winter) and degree (i.e. full or partial range shift). In other cases of breeding, wintering or entire range shifts where the migratory corridor is elongated or remains the same, we recommend using the term 'range shift', qualified by season, geography and orientation (i.e. the direction of the range shift). We also discuss the need for spatially explicit avian count monitoring mechanisms (rather than capture-recapture or hunting bag data) designed specifically to track such changes in distribution in the future.",2014,"JUL","JOURNAL OF ORNITHOLOGY","155","3","571-579","WOS:000337792500001","10.1007/s10336-014-1068-2","","#3430","Elmberg 2014","Meagan Oldfather (2024-10-09 03:24:55)(Select): Looks at changing of migratory distances, lots of examples of Canada Geese which may lead to transboundary shifts ; ","Biotic",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"57","Climate Change and Ecosystem Disruption: The Health Impacts of the North American Rocky Mountain Pine Beetle Infestation","Embrey, S.; Remais, J. V.; Hess, J.","In the United States and Canada, pine forest ecosystems are being dramatically affected by an unprecedented pine beetle infestation attributed to climate change. Both decreased frequency of extremely cold days and warmer winter temperature averages have led to an enphytotic devastating millions of acres of pine forest. The associated ecosystem disruption has the potential to cause significant health impacts from a range of exposures, including increased runoff and water turbidity, forest fires, and loss of ecosystem services. We review direct and indirect health impacts and possible prevention strategies. The pine beetle infestation highlights the need for public health to adopt an ecological, systems-oriented view to anticipate the full range of potential health impacts from climate change and facilitate effective planned adaptation. (Am J Public Health. 2012; 102:818-827. doi:10.2105/AJPH.2011.300520)",2012,"MAY","AMERICAN JOURNAL OF PUBLIC HEALTH","102","5","818-827","WOS:000302969300011","10.2105/AJPH.2011.300520","","#3444","Embrey 2012","","Biotic",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"58","TRANSLATING ECOLOGY, PHYSIOLOGY, BIOCHEMISTRY, AND POPULATION GENETICS RESEARCH TO MEET THE CHALLENGE OF TICK AND TICK-BORNE DISEASES IN NORTH AMERICA","Esteve-Gassent, M. D.; Castro-Arellano, I.; Feria-Arroyo, T. P.; Patino, R.; Li, A. Y.; Medina, R. F.; de León, A. A. P.","Emerging and re-emerging tick-borne diseases threaten public health and the wellbeing of domestic animals and wildlife globally. The adoption of an evolutionary ecology framework aimed to diminish the impact of tick-borne diseases needs to be part of strategies to protect human and animal populations. We present a review of current knowledge on the adaptation of ticks to their environment, and the impact that global change could have on their geographic distribution in North America. Environmental pressures will affect tick population genetics by selecting genotypes able to withstand new and changing environments and by altering the connectivity and isolation of several tick populations. Research in these areas is particularly lacking in the southern United States and most of Mexico with knowledge gaps on the ecology of these diseases, including a void in the identity of reservoir hosts for several tick-borne pathogens. Additionally, the way in which anthropogenic changes to landscapes may influence tick-borne disease ecology remains to be fully understood. Enhanced knowledge in these areas is needed in order to implement effective and sustainable integrated tick management strategies. We propose to refocus ecology studies with emphasis on metacommunity-based approaches to enable a holistic perspective addressing whole pathogen and host assemblages. Network analyses could be used to develop mechanistic models involving multihost-pathogen communities. An increase in our understanding of the ecology of tick-borne diseases across their geographic distribution will aid in the design of effective area-wide tick control strategies aimed to diminish the burden of pathogens transmitted by ticks. (C) 2016 Wiley Periodicals, Inc.",2016,"MAY","ARCHIVES OF INSECT BIOCHEMISTRY AND PHYSIOLOGY","92","1","38-64","WOS:000374770300004","10.1002/arch.21327","","#3528","Esteve-Gassent 2016","","Biotic",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"59","Disaster Plant Pathology: Smart Solutions for Threats to Global Plant Health from Natural and Human-Driven Disasters","Etherton, B. A.; Choudhury, R. A.; Briseno, R. I. A.; Mouafo-Tchinda, R. A.; Sula, A. I. P.; Choudhury, M.; Adhikari, A.; Lei, S. L.; Kraisitudomsook, N.; Buritica, J. R.; Cerbaro, V. A.; Ogero, K.; Cox, C. M.; Walsh, S. P.; Andrade-Piedra, J. L.; Omondi, B. A.; Navarrete, I.; McEwan, M. A.; Garrett, K. A.","Disaster plant pathology addresses how natural and human-driven disasters impact plant diseases and the requirements for smart management solutions. Local to global drivers of plant disease change in response to disasters, often creating environments more conducive to plant disease. Most disasters have indirect effects on plant health through factors such as disrupted supply chains and damaged infrastructure. There is also the potential for direct effects from disasters, such as pathogen or vector dispersal due to floods, hurricanes, and human migration driven by war. Pulse stressors such as hurricanes and war require rapid responses, whereas press stressors such as climate change leave more time for management adaptation but may ultimately cause broader challenges. Smart solutions for the effects of disasters can be deployed through digital agriculture and decision support systems supporting disaster preparedness and optimized humanitarian aid across scales. Here, we use the disaster plant pathology framework to synthesize the effects of disasters in plant pathology and outline solutions to maintain food security and plant health in catastrophic scenarios. We recommend actions for improving food security before and following disasters, including (i) strengthening regional and global cooperation, (ii) capacity building for rapid implementation of new technologies, (iii) effective clean seed systems that can act quickly to replace seed lost in disasters, (iv) resilient biosecurity infrastructure and risk assessment ready for rapid implementation, and (v) decision support systems that can adapt rapidly to unexpected scenarios.Copyright (c) 2024 The Author(s). This is an open access article distributed under the CC BY 4.0 International license.",2024,"MAY 1","Phytopathology","114","5","855-868","WOS:001230646600001","10.1094/PHYTO-03-24-0079-FI","","#3543","Etherton 2024","Colleen Miller (2024-08-22 02:22:37)(Select): multiple examples of cc impacts or disasters that affect NA and may be transboundary. ;","Biotic; Potentially relevant; Transboundary unclear; save for other sections",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"60","Recent advances in understanding migration systems of New World land birds","Faaborg, J.; Holmes, R. T.; Anders, A. D.; Bildstein, K. L.; Dugger, K. M.; Gauthreaux, S. A.; Heglund, P.; Hobson, K. A.; Jahn, A. E.; Johnson, D. H.; Latta, S. C.; Levey, D. J.; Marra, P. P.; Merkord, C. L.; Nol, E.; Rothstein, S. I.; Sherry, T. W.; Sillett, T. S.; Thompson, F. R.; Warnock, N.","Our understanding of migratory birds' year-round ecology and evolution remains patchy despite recent fundamental advances. Periodic reviews focus future research and inform conservation and management; here, we take advantage of our combined experiences working on Western Hemisphere avian migration systems to highlight recent lessons and critical gaps in knowledge. Among topics discussed are: (1) The pipeline from pure to applied researchers leaves room for improvement. (2) Population limitation and regulation includes both seasonal and between-season interactions. (3) The study of movements of small-bodied species remains a major research frontier. (4) We must increase our understanding of population connectivity. (5) With few exceptions, population regulation has barely been investigated. (6) We have increasingly integrated landscape configuration of habitats, large-scale habitat disturbances, and habitat quality impacts into models of seasonal and overall demographic success. (7) The post-breeding season (late summer for latitudinal migrants) is increasingly appreciated for its impacts on demography. (8) We recognize the diverse ways that avian brood parasites, nest predators, and food availability affect demography. (9) Source-sink and meta-population models help us understand migratory avian distributions among fragmented habitats. (10) Advances in modeling have improved estimates of annual survival and fecundity, but for few species. (11) Populations can be limited by ecological conditions in winter, but habitat needs are poorly known for most species at this time. (12) Migration tends to occupy broad spatial fronts that may change seasonally or when migrants cross major barriers. (13) En route conditions can limit migrant populations; linking migration habitat quality indicators to fitness or population consequences presents a major challenge. (14) A variety of intra-tropical Neotropical migration patterns are recognizable,. but almost nothing is known about these systems beyond descriptions of a few typical species' movements. (15) Global climate change scenarios predict range and phenology shifts of Neotropical migrant bird populations that must be considered in conservation plans. Future studies will depend on new technologies and the integration of modeling with sophisticated, large-spatial-scale measurement and parameter estimation; whether the pace of research and management involving migratory birds can match the growth of environmental threats remains to be seen.",2010,"FEB","Ecological Monographs","80","1","3-48","WOS:000275816800002","10.1890/09-0395.1","","#3569","Faaborg 2010","","Biotic",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
