"","V1","Title","Authors","Abstract","Published Year","Published Month","Journal","Volume","Issue","Pages","Accession Number","DOI","Ref","Covidence #","Study","Notes","Tags","Sociocultural","Biophysical","Biotic","IK","Intervention","Potentially relevant","save for other sections","Transboundary unclear","Perspective paper","Human_movement","Original_study","socio_human","socio_biotic","socio_physical","human_biotic","Original study"
"29",156,"The ecology of Canada Yew (<i>Taxus canadensis</i> Marsh.): A review","Windels, S. K.; Flaspohler, D. J.","Canada yew (Taxus canadensis Marsh.) is a shade-tolerant evergreen shrub native to the understories of the boreal and deciduous forests of northeastern North America. Canada yew has a relatively unique growth form, with low sprawling branches capable of forming dense clusters of stems. Historic accounts suggest that before Euro-American settlement, Canada yew was a common plant across its range in many forest types and that it was locally abundant or dominant in 5%-20% of forest stands in the northern part of its range. Canada yew's range has declined during the last century as a result of browsing by native ungulates, fire, intensive forest management, and clearing of land for agriculture and other development. It is considered uncommon throughout most of its present North American range, except for often isolated populations in areas that remain free from heavy browsing pressure by moose and deer (e.g., islands, areas with heavy snow cover, or areas naturally low in ungulate abundance). Its decline has likely resulted in changes to abiotic and biotic conditions, including structure and composition of understory vegetation and concomitant effects on understory vertebrates. Increasing white-tailed deer populations and reduced snowfall as a result of climate change in eastern North America threaten to extirpate this species from additional parts of its range in the next century. Suggestions for future research are discussed.",2011,"JAN","Botany","89","1","1-17","WOS:000286477000001","10.1139/B10-084","","#13211","Windels 2011","","Biotic; Transboundary unclear",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"30",169,"The Eye of the Tiger, the Thrill of the Fight: Effective Larval and Adult Control Measures Against the Asian Tiger Mosquito, Aedes albopictus (Diptera: Culicidae), in North America","Faraji, Ary; Unlu, Isik","The Asian tiger mosquito, Aedes albopictus (Skuse), is a highly invasive container-inhabiting species with a global distribution. This mosquito, similar to other Stegomyia species such as Aedes aegypti (L.), is highly adapted to urban and suburban areas, and commonly oviposits in artificial containers, which are ubiquitous in these peridomestic environments. The increase in speed and amount of international travel and commerce, coupled with global climate change, have aided in the resurgence and expansion of Stegomyia species into new areas of North America. In many parts of their range, both species are implicated as significant vectors of emerging and re-emerging arboviruses such as dengue, chikungunya, and now Zika. Although rapid and major advances have been made in the field of biology, ecology, genetics, taxonomy, and virology, relatively little has changed in the field of mosquito control in recent decades. This is particularly discouraging in regards to container-inhabiting mosquitoes, because traditional integrated mosquito management (IMM) approaches have not been effective against these species. Many mosquito control programs simply do not possess the man-power or necessary financial resources needed to suppress Ae. albopictus effectively. Therefore, control of mosquito larvae, which is the foundation of IMM approaches, is exceptionally difficult over large areas. This review paper addresses larval habitats, use of geographic information systems for habitat preference detection, door-to-door control efforts, source reduction, direct application of larvicides, biological control agents, area-wide low-volume application of larvicides, hot spot treatments, autodissemination stations, public education, adult traps, attractive-toxic sugar bait methods, lethal ovitraps, barrier-residual adulticides, hand-held ultra-low-volume adulticides, area-wide adulticides applied by ground or air, and genetic control methods. The review concludes with future recommendations for practitioners, researchers, private industry, and policy makers. ",2016,"/","Journal of medical entomology.","53","5","1029-1047","","10.1093/jme/tjw096","IND606809958","#15002","Faraji 2016","Grace Westphal (2024-08-15 02:44:01)(Select): More of an intervention paper.;","Biotic",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"31",172,"Cross-scale Drivers of Natural Disturbances Prone to Anthropogenic Amplification: The Dynamics of Bark Beetle Eruptions","Raffa, K.F.; Aukema, B.H.; Bentz, B.J.; Carroll, Al.; Hicke, J.A.; Turner, M.G.; Romme, W.H.","Biome-scale disturbances by eruptive herbivores provide valuable insights into species interactions, ecosystemfunction, and impacts of global change. We present a conceptual framework using one system as a model, emphasizing interactions across levels of biological hierarchy and spatiotemporal scales. Bark beetles are major natural disturbance agents in western North American forests. However, recent bark beetle population eruptions have exceeded the frequencies, impacts, and ranges documented during the previous 125 years. Extensive host abundance and susceptibility, concentrated beetle density, favorable weather, optimal symbiotic associations, and escape from natural enemies must occur jointly for beetles to surpass a series of thresholds and exert widespread disturbance. Opposing feedbacks determine qualitatively distinct outcomes at junctures at the biochemical through landscape levels. Eruptions occur when key thresholds are surpassed, prior constraints cease to exert influence, and positive feedbacks amplify across scales. These dynamics are bidirectional, as landscape features influence how lower-scale processes are amplified or buffered. Climate change and reduced habitat heterogeneity increase the likelihood that key thresholds will be exceeded, and may cause fundamental regime shifts. Systems in which endogenous feedbacks can dominate after external forces foster the initial breach of thresholds appear particularly sensitive to anthropogenic perturbations.",2008,"/","BioScience.","","","501-517","","10.1641/B580607","IND44071925","#15461","Raffa 2008","Anabel Kinsey (2024-09-04 09:19:50)(Select): I couldn't find a specific temporal example of a flow, but I think this has a lot of potential! A really similar paper about beetles could be a really good example. Def come back!; ","Biotic; Potentially relevant; Transboundary unclear; save for other sections",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"32",183,"Climate change and phenology: Empoasca fabae (Hemiptera: Cicadellidae) migration and severity of impact","Baker, M. B.; Venugopal, P. D.; Lamp, W. O.","Climate change can benefit individual species, but when pest species are enhanced by warmer temperatures agricultural productivity may be placed at greater risk. We analyzed the effects of temperature anomaly on arrival date and infestation severity of potato leafhopper, Empoasca fabae Harris, a classic new world long distance migrant, and a significant pest in several agricultural crops. We compiled E. fabae arrival dates and infestation severity data at different states in USA from existing literature reviews and agricultural extension records from 1951-2012, and examined the influence of temperature anomalies at each target state or overwintering range on the date of arrival and severity of infestation. Average E. fabae arrival date at different states reveal a clear trend along the south-north axis, with earliest arrival closest to the overwintering range. E. fabae arrival has advanced by 10 days over the last 62 years. E. fabae arrived earlier in warmer years in relation to each target state level temperature anomaly (3.0 days/ degrees C increase in temperature anomaly). Increased temperature had a significant and positive effect on the severity of infestation, and arrival date had a marginal negative effect on severity. These relationships suggest that continued warming could advance the time of E. fabae colonization and increase their impact on affected crops.",2015,"","PLoS ONE","10","5","e0124915","","http://dx.doi.org/10.1371/journal.pone.0124915","","#16369","Baker 2015","Anna LoPresti (2024-08-16 07:16:45)(Select): US-canadian transboundary specified;","Biotic; Intervention",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"33",185,"Dogs (Canis familiaris) as sentinels for human infectious disease and application to Canadian populations: a systematic review","Bowser, N. H.; Anderson, N. E.","In a world where climate change, vector expansion, human activity, and pathogen dispersal do not respect boundaries, the human-animal-pathogen interface has become less defined. Consequently, a One Health approach to disease surveillance and control has generated much interest across several disciplines. This systematic review evaluates current global research on the use of domestic dogs as sentinels for human infectious disease, and critically appraises how this may be applied within Canada. Results highlighted a bias in research from high- and middle-income-economy countries, with 35% of the studies describing data from the Latin America/Caribbean region, 25% from North America, and 11% from the European/Central Asia region. Bacteria were the most studied type of infectious agent, followed by protozoa, viruses, helminths, and fungi. Only six out of 142 studies described disease in Canada: four researched a variety of pathogens within Indigenous communities, one researched Borrelia burgdorferi in British Columbia, and one researched arboviruses in Quebec. Results from this review suggest that dogs could provide excellent sentinels for certain infectious-disease pathogens in Canada, yet are currently overlooked. Further research into the use of dog-sentinel surveillance is specifically recommended for California serogroup viruses, Chikungunya virus, West Nile virus, Lyme borreliosis, Rickettsia spp., Ehrlichia spp., and Dirofilaria immitis.",2018,"","Veterinary Sciences","5","4","83","","http://dx.doi.org/10.3390/vetsci5040083","","#16825","Bowser 2018","","Biotic",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"34",191,"A critical review of Pacific salmon marine research relating to climate","Chittenden, C. M.; Beamish, R. J.; McKinley, R. S.","Several studies in the North Pacific Ocean have documented the consequences of rising sea surface temperatures and the advancement of the spring freshet on ocean productivity. The altering of ocean productivity has also been correlated with changes in the marine survival and geographic occurrence of some Pacific salmon populations. Knowledge of the marine survival and position of salmon in the Pacific Ocean are derived typically from mark-recapture studies. As a result, the migratory behaviour and associated survival estimates of salmon in real time are not known. Major information gaps also exist in terms of stock-specific marine behaviour and survival - especially as they relate to recent changes in climate. Acoustic telemetry and other modern tools enable researchers to answer specific questions about environmental, physiological, and genetic effects on individual salmon survival and behaviour, which had not been possible previously. As climate trends increasingly exceed those found in historical records, there is an urgent need for information that will improve fishery management and conservation decisions. International, multidisciplinary research teams using modern technologies could accomplish this.",2009,"","ICES Journal of Marine Science","66","10","2195-2204","","http://dx.doi.org/10.1093/icesjms/fsp174","","#17327","Chittenden 2009","","Biotic",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"35",192,"Climate change, a booster of disease outbreaks by the plant pathogen Phytophthora in oak forests","Contreras-Cornejo, H. A.; Larsen, J.; Fernandez-Pavia, S. P.; Oyama, K.","In forests, trees such as oaks (Quercus spp.) fulfill key ecological functions, including nutrient and water cycling. In the last decades, climate change and its related environmental disturbances have favored the appearance of disease outbreaks caused by plant pathogenic microorganisms. In this context, several root-inhabiting Phytophthora species have emerged as causal agents of """"""""catastrophic tree mortality"""""""". A robust body of scientific literature supports the hypothesis for the convergence between Phytophthora and predisposing environmental conditions as warm temperatures, flooding, and drought to establish the optimal conditions for the pathogen proliferation and infection. Due to the climatic alterations and bad agricultural and silvicultural practices tree decline and mortality in extensive zones of forests localized at the Boreal region of America, Asia and Europe, and in Oceania have been observed. Because of global climate change trees have been forced to migrate towards new geographical sites, which in the presence of exotic Phytophthora species have favored the emergence of this pathogen and its outbreaks. Therefore, it is of crucial importance to establish international protocols to avoid pathogen propagation to new sites. In this review, we integrated and discussed state of the art information about the environmental traits and microbial factors that induce forest decline and subsequent tree mortality. Further research directions in the field of Phytophthora - plant interactions with special emphasis on the biochemical and molecular signals involved in pathogen virulence and host defense are suggested. Finally, strategies for disease prevention in forest management and conservation are discussed.",2023,"","Rhizosphere","27","","","","http://dx.doi.org/10.1016/j.rhisph.2023.100719","","#17468","Contreras-Cornejo 2023","Elliott Parsons (2024-11-01 09:07:00)(Select): Added PDF. This is a review, it looks at climate change effects on disease outbreak (flow = biotic), it has an effect on forest dieback so yes on relating to biodiversity; it takes about migration of the disease between US and Canada (transboundary), though the article is global. Also talks about trees moving outside of their native habitat and tracking climate conditions. ; Amy Waananen (2024-09-09 00:28:29)(Select): can't find access; Tyler McIntosh (2024-09-07 02:43:01)(Select): can't find access to full text; ","Biotic",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"36",203,"Climate variability and change in the United States: potential impacts on vector- and rodent-borne diseases","Gubler, D. J.; Reiter, P.; Ebi, K. L.; Yap, W.; Nasci, R.; Patz, J. A.","Diseases such as plague, typhus, malaria, yellow fever, Lyme disease and dengue fever, transmitted between humans by blood-feeding arthropods (e.g. mosquitoes, ticks and flea), were once common in the United States. Many of these diseases are no longer present, mainly because of changes in land use, agricultural methods, residential patterns, human behaviour, and vector control. However, diseases that may be transmitted to humans from wild birds or mammals (zoonoses; e.g. Hantavirus pulmonary syndrome and leptospirosis) continue to circulate in nature in many parts of the country. Most vector-borne diseases exhibit a distinct seasonal pattern, which clearly suggests that they are weather sensitive. Rainfall, temperature, and other weather variables affect in many ways both the vectors and the pathogens they transmit. For example, high temperatures can increase or reduce survival rate, depending on the vector, its behaviour, ecology, and many other factors. Thus, the probability of transmission may or may not be increased by higher temperatures. The tremendous growth in international travel increases the risk of importation of vector-borne diseases, some of which can be transmitted locally under suitable circumstances at the right time of the year. But demographic and sociological factors also play a critical role in determining disease incidence, and it is unlikely that these diseases will cause major epidemics in the United States if the public health infrastructure is maintained and improved.",2001,"","Human health consequences of climate variability and change for the United States","109","Supplement 2","223-233","","http://dx.doi.org/10.2307/3435012","","#18820","Gubler 2001","Anna LoPresti (2024-08-27 05:17:01)(Select): paper has examples of transboundary vectors across US-Mexico border and US-Canada border. clear include;","Biotic",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"37",212,"The northern fulmar (Fulmarus glacialis) in Arctic Canada: ecology, threats, and what it tells us about marine environmental conditions","Mallory, M. L.","The northern fulmar Fulmarus glacialis is a ubiquitous seabird found across the North Atlantic Ocean and into the Canadian Arctic. However, we know little of its ecology in the Arctic, which is unfortunate, because it possesses many traits that make it an excellent biomonitor of the condition of Arctic marine environments. Presently, Arctic fulmars face threats from harvest, bycatch in fisheries, and fouling in oil spills while the birds are in their winter range (the North Atlantic). However, during breeding, migration, and overwintering, they may also experience stress from ecotourism, contaminants, particulate garbage, and climate change. In this paper I review the effects of all of these threats on fulmars and I describe how the ecology of these birds makes them particularly suitable for tracking contaminants, garbage, and the effects of climate change in the Arctic marine ecosystem. I also highlight our key existing knowledge gaps on this species and how additional research will strengthen the utility of fulmars as biomonitors.",2006,"","Environmental Reviews","14","3","187-216","","http://dx.doi.org/10.1139/a06-003","","#20779","Mallory 2006","","Biotic; Intervention; Transboundary unclear",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"38",213,"How might climate change affect adaptive responses of polar arthropods?","Matheson, P.; McGaughran, A.","Climate change is expected to impact the global distribution and diversity of arthropods, with warmer temperatures forcing species to relocate, acclimate, adapt, or go extinct. The Arctic and Antarctic regions are extremely sensitive to climate change and have displayed profound and variable changes over recent decades, including decreases in sea ice extent, greening of tundra, and changes to hydrological and biogeochemical cycles. It is unclear how polar-adapted arthropods will respond to such changes, though many are expected to be at great risk of extinction. Here, we review the adaptive mechanisms that allow polar arthropods to persist in extreme environments and discuss how the effects of climate change at the poles will likely favour non-native species or those with the ability to rapidly evolve and/or acclimate. We find that physiological, behavioural, plastic, and genetic data are limited in scope for polar arthropods and research on adaptive responses to change is scarce. This restricts our ability to predict how they may respond to a warming climate. We call for a greater investment in research that specifically targets the ecology and evolution of these taxa, including genomic and transcriptomic approaches that can evaluate the potential for plastic and evolved environmental responses.",2022,"","Diversity","15","1","","","http://dx.doi.org/10.3390/d15010047","","#20888","Matheson 2022","Laura  Dee (2024-08-21 08:40:37)(Select): Arctic ;","Biotic",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"39",219,"Fish and fisheries in hot water: what is happening and how do we adapt?","Pinsky, M. L.; Fenichel, E.; Fogarty, M.; Levin, S.; McCay, B.; Martin, K. S.; Selden, R. L.; Young, T.","Rapid climate changes are currently driving substantial reorganizations of marine ecosystems around the world. A key question is how these changes will alter the provision of ecosystem services from the ocean, particularly from fisheries. To answer this question, we need to understand not only the ecological dynamics of marine systems, but also human adaptation and feedbacks between humans and the rest of the natural world. In this review, we outline what we have learned from research primarily in continental shelf ecosystems and fishing communities of North America. Key findings are that marine animals are highly sensitive to warming and are responding quickly to changes in water temperature, and that such changes are often happening faster than similar processes on land. Changes in species distributions and productivity are having substantial impacts on fisheries, including through changing catch compositions and longer distances traveled for fishing trips. Conflicts over access to fisheries have also emerged as species distributions are no longer aligned with regulations or catch allocations. These changes in the coupled natural-human system have reduced the value of ecosystem services from some fisheries and risk doing so even more in the future. Going forward, substantial opportunities for more effective fisheries management and operations, marine conservation, and marine spatial planning are likely possible through greater consideration of climate information over time-scales from years to decades.",2020,"","Special Feature: Marine ecosystem services: Ecological, socioeconomic and cultural sustainability.","63","1","17-26","","http://dx.doi.org/10.1002/1438-390X.12050","","#22124","Pinsky 2020","","Biotic; Transboundary unclear",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"40",224,"Biodiversity in a changing climate: a synthesis of current and projected trends in the US","Staudinger, M. D.; Carter, S. L.; Cross, M. S.; Dubois, N. S.; Duffy, J. E.; Enquist, C.; Griffis, R.; Hellmann, J. J.; Lawler, J. J.; O'Leary, J.; Morrison, S. A.; Sneddon, L.; Stein, B. A.; Thompson, L. M.; Turner, W.; Grimm, N. B.; Jacobs, K. L.","This paper provides a synthesis of the recent literature describing how global biodiversity is being affected by climate change and is projected to respond in the future. Current studies reinforce earlier findings of major climate-change-related impacts on biological systems and document new, more subtle after-effects. For example, many species are shifting their distributions and phenologies at faster rates than were recorded just a few years ago; however, responses are not uniform across species. Shifts have been idiosyncratic and in some cases counterintuitive, promoting new community compositions and altering biotic interactions. Although genetic diversity enhances species' potential to respond to variable conditions, climate change may outpace intrinsic adaptive capacities and increase the relative vulnerabilities of many organisms. Developing effective adaptation strategies for biodiversity conservation will not only require flexible decision-making and management approaches that account for uncertainties in climate projections and ecological responses but will also necessitate coordinated monitoring efforts.",2013,"","Special Issue: Evaluating climate impacts on people and ecosystems.","11","9","465-473","","http://dx.doi.org/10.1890/120272","","#23551","Staudinger 2013","","Biotic",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"41",226,"Global invasion history and native decline of the common starling: insights through genetics","Stuart, K. C.; Hofmeister, N. R.; Zichello, J. M.; Rollins, L. A.","Few invasive birds are as globally successful as the Common or European Starling (Sturnus vulgaris). Native to the Palearctic, the starling has been intentionally introduced to North and South America, South Africa, Australia, and the Pacific Islands, enabling us to explore species traits that may contribute to its invasion success. Coupling the rich studies of life history and more recent explorations of genomic variation among invasions, we illustrate how eco-evolutionary dynamics shape the invasion success of this long-studied and widely distributed species. Especially informative is the comparison between Australian and North American invasions, because these populations colonized novel ranges concurrently and exhibit shared signals of selection despite distinct population histories. In this review, we describe population dynamics across the native and invasive ranges, identify putatively selected traits that may influence the starling's spread, and suggest possible determinants of starling success world-wide. We also identify future opportunities to utilize this species as a model for avian invasion research, which will inform our understanding of species' rapid evolution in response to environmental change.",2023,"","Biological Invasions","25","5","1291-1316","","http://dx.doi.org/10.1007/s10530-022-02982-5","","#23618","Stuart 2023","","Biotic",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
