"","Impact","Driver","ImpactDirection","count"
"68","X2.12.Impact..Loss","driver.Drought","NoChange",5
"69","X2.12.Impact..Disease","driver.Drought","Increase",61
"70","X2.12.Impact..Disease","driver.Drought","Complex",12
"71","X2.12.Impact..Disease","driver.Drought","NoChange",4
"72","X2.12.Impact..Invasion","driver.Drought","Increase",53
"73","X2.12.Impact..Invasion","driver.Drought","Complex",7
"74","X2.12.Impact..Invasion","driver.Drought","NoChange",2
"75","X2.12.Impact..Composition","driver.Drought","Increase",22
"76","X2.12.Impact..Composition","driver.Drought","Decrease",2
"77","X2.12.Impact..Composition","driver.Drought","Complex",77
"78","X2.12.Impact..Composition","driver.Drought","NoChange",3
"79","X2.12.Impact..Genetics","driver.Drought","Increase",2
"80","X2.12.Impact..Genetics","driver.Drought","Decrease",8
"81","X2.12.Impact..Genetics","driver.Drought","Complex",17
"82","X2.12.Impact..Genetics","driver.Drought","NoChange",5
"83","X2.12.Impact..Land.Use.Loss","driver.Drought","Increase",25
"84","X2.12.Impact..Land.Use.Loss","driver.Drought","Decrease",5
"85","X2.12.Impact..Land.Use.Loss","driver.Drought","Complex",2
"86","X2.12.Impact..Land.Use.Loss","driver.Drought","NoChange",2
"87","X2.12.Impact..Land.Use.Restore","driver.Drought","Increase",7
"88","X2.12.Impact..Land.Use.Restore","driver.Drought","Decrease",4
"89","X2.12.Impact..Land.Use.Restore","driver.Drought","Complex",5
"90","X2.12.Impact..Land.Use.Restore","driver.Drought","NoChange",2
"91","X2.12.Impact..Urbanization","driver.Drought","Increase",13
"92","X2.12.Impact..Urbanization","driver.Drought","Decrease",1
"93","X2.12.Impact..Urbanization","driver.Drought","Complex",1
"94","X2.12.Impact..Urbanization","driver.Drought","NoChange",3
"95","X2.12.Impact..Connectivity","driver.Drought","Increase",9
"96","X2.12.Impact..Connectivity","driver.Drought","Decrease",17
"97","X2.12.Impact..Connectivity","driver.Drought","Complex",10
"98","X2.12.Impact..Connectivity","driver.Drought","NoChange",2
"99","X2.12.Impact..Trophic","driver.Drought","Increase",15
"100","X2.12.Impact..Trophic","driver.Drought","Decrease",3
"101","X2.12.Impact..Trophic","driver.Drought","Complex",41
"102","X2.12.Impact..Trophic","driver.Drought","NoChange",7
"103","X2.12.Impact..Indigenous.Knowledge","driver.Drought","Increase",5
"104","X2.12.Impact..Indigenous.Knowledge","driver.Drought","Decrease",3
"105","X2.12.Impact..Indigenous.Knowledge","driver.Drought","Complex",8
"106","X2.12.Impact..Indigenous.Knowledge","driver.Drought","NoChange",3
"107","X2.12.Impact..Management","driver.Drought","Increase",13
"108","X2.12.Impact..Management","driver.Drought","Decrease",1
"109","X2.12.Impact..Management","driver.Drought","Complex",24
"110","X2.12.Impact..Management","driver.Drought","NoChange",5
"111","X2.12.Impact..Other","driver.Drought","Increase",18
"112","X2.12.Impact..Other","driver.Drought","Decrease",6
"113","X2.12.Impact..Other","driver.Drought","Complex",7
"114","X2.12.Impact..Other","driver.Drought","NoChange",4
"115","X2.12.Impact..Abundance","driver.Sea.level.rise","Increase",31
"116","X2.12.Impact..Abundance","driver.Sea.level.rise","Decrease",51
"117","X2.12.Impact..Abundance","driver.Sea.level.rise","Complex",54
"118","X2.12.Impact..Richness","driver.Sea.level.rise","Increase",12
"119","X2.12.Impact..Richness","driver.Sea.level.rise","Decrease",16
"120","X2.12.Impact..Richness","driver.Sea.level.rise","Complex",36
"121","X2.12.Impact..Richness","driver.Sea.level.rise","NoChange",2
"122","X2.12.Impact..Loss","driver.Sea.level.rise","Increase",26
"123","X2.12.Impact..Loss","driver.Sea.level.rise","Decrease",7
"124","X2.12.Impact..Loss","driver.Sea.level.rise","Complex",17
"125","X2.12.Impact..Loss","driver.Sea.level.rise","NoChange",5
"126","X2.12.Impact..Disease","driver.Sea.level.rise","Increase",61
"127","X2.12.Impact..Disease","driver.Sea.level.rise","Complex",12
"128","X2.12.Impact..Disease","driver.Sea.level.rise","NoChange",4
"129","X2.12.Impact..Invasion","driver.Sea.level.rise","Increase",53
"130","X2.12.Impact..Invasion","driver.Sea.level.rise","Complex",7
"131","X2.12.Impact..Invasion","driver.Sea.level.rise","NoChange",2
"132","X2.12.Impact..Composition","driver.Sea.level.rise","Increase",22
"133","X2.12.Impact..Composition","driver.Sea.level.rise","Decrease",2
"134","X2.12.Impact..Composition","driver.Sea.level.rise","Complex",77
"135","X2.12.Impact..Composition","driver.Sea.level.rise","NoChange",3
"136","X2.12.Impact..Genetics","driver.Sea.level.rise","Increase",2
"137","X2.12.Impact..Genetics","driver.Sea.level.rise","Decrease",8
"138","X2.12.Impact..Genetics","driver.Sea.level.rise","Complex",17
"139","X2.12.Impact..Genetics","driver.Sea.level.rise","NoChange",5
"140","X2.12.Impact..Land.Use.Loss","driver.Sea.level.rise","Increase",25
"141","X2.12.Impact..Land.Use.Loss","driver.Sea.level.rise","Decrease",5
"142","X2.12.Impact..Land.Use.Loss","driver.Sea.level.rise","Complex",2
"143","X2.12.Impact..Land.Use.Loss","driver.Sea.level.rise","NoChange",2
"144","X2.12.Impact..Land.Use.Restore","driver.Sea.level.rise","Increase",7
"145","X2.12.Impact..Land.Use.Restore","driver.Sea.level.rise","Decrease",4
"146","X2.12.Impact..Land.Use.Restore","driver.Sea.level.rise","Complex",5
"147","X2.12.Impact..Land.Use.Restore","driver.Sea.level.rise","NoChange",2
"148","X2.12.Impact..Urbanization","driver.Sea.level.rise","Increase",13
"149","X2.12.Impact..Urbanization","driver.Sea.level.rise","Decrease",1
"150","X2.12.Impact..Urbanization","driver.Sea.level.rise","Complex",1
"151","X2.12.Impact..Urbanization","driver.Sea.level.rise","NoChange",3
"152","X2.12.Impact..Connectivity","driver.Sea.level.rise","Increase",9
"153","X2.12.Impact..Connectivity","driver.Sea.level.rise","Decrease",17
"154","X2.12.Impact..Connectivity","driver.Sea.level.rise","Complex",10
"155","X2.12.Impact..Connectivity","driver.Sea.level.rise","NoChange",2
"156","X2.12.Impact..Trophic","driver.Sea.level.rise","Increase",15
"157","X2.12.Impact..Trophic","driver.Sea.level.rise","Decrease",3
"158","X2.12.Impact..Trophic","driver.Sea.level.rise","Complex",41
"159","X2.12.Impact..Trophic","driver.Sea.level.rise","NoChange",7
"160","X2.12.Impact..Indigenous.Knowledge","driver.Sea.level.rise","Increase",5
"161","X2.12.Impact..Indigenous.Knowledge","driver.Sea.level.rise","Decrease",3
"162","X2.12.Impact..Indigenous.Knowledge","driver.Sea.level.rise","Complex",8
"163","X2.12.Impact..Indigenous.Knowledge","driver.Sea.level.rise","NoChange",3
"164","X2.12.Impact..Management","driver.Sea.level.rise","Increase",13
"165","X2.12.Impact..Management","driver.Sea.level.rise","Decrease",1
"166","X2.12.Impact..Management","driver.Sea.level.rise","Complex",24
"167","X2.12.Impact..Management","driver.Sea.level.rise","NoChange",5
"168","X2.12.Impact..Other","driver.Sea.level.rise","Increase",18
"169","X2.12.Impact..Other","driver.Sea.level.rise","Decrease",6
"170","X2.12.Impact..Other","driver.Sea.level.rise","Complex",7
"171","X2.12.Impact..Other","driver.Sea.level.rise","NoChange",4
"172","X2.12.Impact..Abundance","driver.Floods","Increase",31
"173","X2.12.Impact..Abundance","driver.Floods","Decrease",51
"174","X2.12.Impact..Abundance","driver.Floods","Complex",54
"175","X2.12.Impact..Richness","driver.Floods","Increase",12
"176","X2.12.Impact..Richness","driver.Floods","Decrease",16
"177","X2.12.Impact..Richness","driver.Floods","Complex",36
"178","X2.12.Impact..Richness","driver.Floods","NoChange",2
"179","X2.12.Impact..Loss","driver.Floods","Increase",26
"180","X2.12.Impact..Loss","driver.Floods","Decrease",7
"181","X2.12.Impact..Loss","driver.Floods","Complex",17
"182","X2.12.Impact..Loss","driver.Floods","NoChange",5
"183","X2.12.Impact..Disease","driver.Floods","Increase",61
"184","X2.12.Impact..Disease","driver.Floods","Complex",12
"185","X2.12.Impact..Disease","driver.Floods","NoChange",4
"186","X2.12.Impact..Invasion","driver.Floods","Increase",53
"187","X2.12.Impact..Invasion","driver.Floods","Complex",7
"188","X2.12.Impact..Invasion","driver.Floods","NoChange",2
"189","X2.12.Impact..Composition","driver.Floods","Increase",22
"190","X2.12.Impact..Composition","driver.Floods","Decrease",2
"191","X2.12.Impact..Composition","driver.Floods","Complex",77
"192","X2.12.Impact..Composition","driver.Floods","NoChange",3
"193","X2.12.Impact..Genetics","driver.Floods","Increase",2
"194","X2.12.Impact..Genetics","driver.Floods","Decrease",8
"195","X2.12.Impact..Genetics","driver.Floods","Complex",17
"196","X2.12.Impact..Genetics","driver.Floods","NoChange",5
"197","X2.12.Impact..Land.Use.Loss","driver.Floods","Increase",25
"198","X2.12.Impact..Land.Use.Loss","driver.Floods","Decrease",5
"199","X2.12.Impact..Land.Use.Loss","driver.Floods","Complex",2
"200","X2.12.Impact..Land.Use.Loss","driver.Floods","NoChange",2
"201","X2.12.Impact..Land.Use.Restore","driver.Floods","Increase",7
"202","X2.12.Impact..Land.Use.Restore","driver.Floods","Decrease",4
"203","X2.12.Impact..Land.Use.Restore","driver.Floods","Complex",5
"204","X2.12.Impact..Land.Use.Restore","driver.Floods","NoChange",2
"205","X2.12.Impact..Urbanization","driver.Floods","Increase",13
"206","X2.12.Impact..Urbanization","driver.Floods","Decrease",1
"207","X2.12.Impact..Urbanization","driver.Floods","Complex",1
"208","X2.12.Impact..Urbanization","driver.Floods","NoChange",3
"209","X2.12.Impact..Connectivity","driver.Floods","Increase",9
"210","X2.12.Impact..Connectivity","driver.Floods","Decrease",17
"211","X2.12.Impact..Connectivity","driver.Floods","Complex",10
"212","X2.12.Impact..Connectivity","driver.Floods","NoChange",2
"213","X2.12.Impact..Trophic","driver.Floods","Increase",15
"214","X2.12.Impact..Trophic","driver.Floods","Decrease",3
"215","X2.12.Impact..Trophic","driver.Floods","Complex",41
"216","X2.12.Impact..Trophic","driver.Floods","NoChange",7
"217","X2.12.Impact..Indigenous.Knowledge","driver.Floods","Increase",5
"218","X2.12.Impact..Indigenous.Knowledge","driver.Floods","Decrease",3
"219","X2.12.Impact..Indigenous.Knowledge","driver.Floods","Complex",8
"220","X2.12.Impact..Indigenous.Knowledge","driver.Floods","NoChange",3
"221","X2.12.Impact..Management","driver.Floods","Increase",13
"222","X2.12.Impact..Management","driver.Floods","Decrease",1
"223","X2.12.Impact..Management","driver.Floods","Complex",24
"224","X2.12.Impact..Management","driver.Floods","NoChange",5
"225","X2.12.Impact..Other","driver.Floods","Increase",18
"226","X2.12.Impact..Other","driver.Floods","Decrease",6
"227","X2.12.Impact..Other","driver.Floods","Complex",7
"228","X2.12.Impact..Other","driver.Floods","NoChange",4
"229","X2.12.Impact..Abundance","driver.Hurricanes","Increase",31
"230","X2.12.Impact..Abundance","driver.Hurricanes","Decrease",51
"231","X2.12.Impact..Abundance","driver.Hurricanes","Complex",54
"232","X2.12.Impact..Richness","driver.Hurricanes","Increase",12
"233","X2.12.Impact..Richness","driver.Hurricanes","Decrease",16
"234","X2.12.Impact..Richness","driver.Hurricanes","Complex",36
"235","X2.12.Impact..Richness","driver.Hurricanes","NoChange",2
"236","X2.12.Impact..Loss","driver.Hurricanes","Increase",26
"237","X2.12.Impact..Loss","driver.Hurricanes","Decrease",7
"238","X2.12.Impact..Loss","driver.Hurricanes","Complex",17
"239","X2.12.Impact..Loss","driver.Hurricanes","NoChange",5
"240","X2.12.Impact..Disease","driver.Hurricanes","Increase",61
"241","X2.12.Impact..Disease","driver.Hurricanes","Complex",12
"242","X2.12.Impact..Disease","driver.Hurricanes","NoChange",4
"243","X2.12.Impact..Invasion","driver.Hurricanes","Increase",53
"244","X2.12.Impact..Invasion","driver.Hurricanes","Complex",7
"245","X2.12.Impact..Invasion","driver.Hurricanes","NoChange",2
"246","X2.12.Impact..Composition","driver.Hurricanes","Increase",22
"247","X2.12.Impact..Composition","driver.Hurricanes","Decrease",2
"248","X2.12.Impact..Composition","driver.Hurricanes","Complex",77
"249","X2.12.Impact..Composition","driver.Hurricanes","NoChange",3
"250","X2.12.Impact..Genetics","driver.Hurricanes","Increase",2
"251","X2.12.Impact..Genetics","driver.Hurricanes","Decrease",8
"252","X2.12.Impact..Genetics","driver.Hurricanes","Complex",17
"253","X2.12.Impact..Genetics","driver.Hurricanes","NoChange",5
"254","X2.12.Impact..Land.Use.Loss","driver.Hurricanes","Increase",25
"255","X2.12.Impact..Land.Use.Loss","driver.Hurricanes","Decrease",5
"256","X2.12.Impact..Land.Use.Loss","driver.Hurricanes","Complex",2
"257","X2.12.Impact..Land.Use.Loss","driver.Hurricanes","NoChange",2
"258","X2.12.Impact..Land.Use.Restore","driver.Hurricanes","Increase",7
"259","X2.12.Impact..Land.Use.Restore","driver.Hurricanes","Decrease",4
"260","X2.12.Impact..Land.Use.Restore","driver.Hurricanes","Complex",5
"261","X2.12.Impact..Land.Use.Restore","driver.Hurricanes","NoChange",2
"262","X2.12.Impact..Urbanization","driver.Hurricanes","Increase",13
"263","X2.12.Impact..Urbanization","driver.Hurricanes","Decrease",1
"264","X2.12.Impact..Urbanization","driver.Hurricanes","Complex",1
"265","X2.12.Impact..Urbanization","driver.Hurricanes","NoChange",3
"266","X2.12.Impact..Connectivity","driver.Hurricanes","Increase",9
"267","X2.12.Impact..Connectivity","driver.Hurricanes","Decrease",17
"268","X2.12.Impact..Connectivity","driver.Hurricanes","Complex",10
"269","X2.12.Impact..Connectivity","driver.Hurricanes","NoChange",2
"270","X2.12.Impact..Trophic","driver.Hurricanes","Increase",15
"271","X2.12.Impact..Trophic","driver.Hurricanes","Decrease",3
"272","X2.12.Impact..Trophic","driver.Hurricanes","Complex",41
"273","X2.12.Impact..Trophic","driver.Hurricanes","NoChange",7
"274","X2.12.Impact..Indigenous.Knowledge","driver.Hurricanes","Increase",5
"275","X2.12.Impact..Indigenous.Knowledge","driver.Hurricanes","Decrease",3
"276","X2.12.Impact..Indigenous.Knowledge","driver.Hurricanes","Complex",8
"277","X2.12.Impact..Indigenous.Knowledge","driver.Hurricanes","NoChange",3
"278","X2.12.Impact..Management","driver.Hurricanes","Increase",13
"279","X2.12.Impact..Management","driver.Hurricanes","Decrease",1
"280","X2.12.Impact..Management","driver.Hurricanes","Complex",24
"281","X2.12.Impact..Management","driver.Hurricanes","NoChange",5
"282","X2.12.Impact..Other","driver.Hurricanes","Increase",18
"283","X2.12.Impact..Other","driver.Hurricanes","Decrease",6
"284","X2.12.Impact..Other","driver.Hurricanes","Complex",7
"285","X2.12.Impact..Other","driver.Hurricanes","NoChange",4
"286","X2.12.Impact..Abundance","driver.Air.temperature.directional.change","Increase",31
"287","X2.12.Impact..Abundance","driver.Air.temperature.directional.change","Decrease",51
"288","X2.12.Impact..Abundance","driver.Air.temperature.directional.change","Complex",54
"289","X2.12.Impact..Richness","driver.Air.temperature.directional.change","Increase",12
"290","X2.12.Impact..Richness","driver.Air.temperature.directional.change","Decrease",16
"291","X2.12.Impact..Richness","driver.Air.temperature.directional.change","Complex",36
"292","X2.12.Impact..Richness","driver.Air.temperature.directional.change","NoChange",2
"293","X2.12.Impact..Loss","driver.Air.temperature.directional.change","Increase",26
"294","X2.12.Impact..Loss","driver.Air.temperature.directional.change","Decrease",7
"295","X2.12.Impact..Loss","driver.Air.temperature.directional.change","Complex",17
"296","X2.12.Impact..Loss","driver.Air.temperature.directional.change","NoChange",5
"297","X2.12.Impact..Disease","driver.Air.temperature.directional.change","Increase",61
"298","X2.12.Impact..Disease","driver.Air.temperature.directional.change","Complex",12
"299","X2.12.Impact..Disease","driver.Air.temperature.directional.change","NoChange",4
"300","X2.12.Impact..Invasion","driver.Air.temperature.directional.change","Increase",53
"301","X2.12.Impact..Invasion","driver.Air.temperature.directional.change","Complex",7
"302","X2.12.Impact..Invasion","driver.Air.temperature.directional.change","NoChange",2
"303","X2.12.Impact..Composition","driver.Air.temperature.directional.change","Increase",22
"304","X2.12.Impact..Composition","driver.Air.temperature.directional.change","Decrease",2
"305","X2.12.Impact..Composition","driver.Air.temperature.directional.change","Complex",77
"306","X2.12.Impact..Composition","driver.Air.temperature.directional.change","NoChange",3
"307","X2.12.Impact..Genetics","driver.Air.temperature.directional.change","Increase",2
"308","X2.12.Impact..Genetics","driver.Air.temperature.directional.change","Decrease",8
"309","X2.12.Impact..Genetics","driver.Air.temperature.directional.change","Complex",17
"310","X2.12.Impact..Genetics","driver.Air.temperature.directional.change","NoChange",5
"311","X2.12.Impact..Land.Use.Loss","driver.Air.temperature.directional.change","Increase",25
"312","X2.12.Impact..Land.Use.Loss","driver.Air.temperature.directional.change","Decrease",5
"313","X2.12.Impact..Land.Use.Loss","driver.Air.temperature.directional.change","Complex",2
"314","X2.12.Impact..Land.Use.Loss","driver.Air.temperature.directional.change","NoChange",2
"315","X2.12.Impact..Land.Use.Restore","driver.Air.temperature.directional.change","Increase",7
"316","X2.12.Impact..Land.Use.Restore","driver.Air.temperature.directional.change","Decrease",4
"317","X2.12.Impact..Land.Use.Restore","driver.Air.temperature.directional.change","Complex",5
"318","X2.12.Impact..Land.Use.Restore","driver.Air.temperature.directional.change","NoChange",2
"319","X2.12.Impact..Urbanization","driver.Air.temperature.directional.change","Increase",13
"320","X2.12.Impact..Urbanization","driver.Air.temperature.directional.change","Decrease",1
"321","X2.12.Impact..Urbanization","driver.Air.temperature.directional.change","Complex",1
"322","X2.12.Impact..Urbanization","driver.Air.temperature.directional.change","NoChange",3
"323","X2.12.Impact..Connectivity","driver.Air.temperature.directional.change","Increase",9
"324","X2.12.Impact..Connectivity","driver.Air.temperature.directional.change","Decrease",17
"325","X2.12.Impact..Connectivity","driver.Air.temperature.directional.change","Complex",10
"326","X2.12.Impact..Connectivity","driver.Air.temperature.directional.change","NoChange",2
"327","X2.12.Impact..Trophic","driver.Air.temperature.directional.change","Increase",15
"328","X2.12.Impact..Trophic","driver.Air.temperature.directional.change","Decrease",3
"329","X2.12.Impact..Trophic","driver.Air.temperature.directional.change","Complex",41
"330","X2.12.Impact..Trophic","driver.Air.temperature.directional.change","NoChange",7
"331","X2.12.Impact..Indigenous.Knowledge","driver.Air.temperature.directional.change","Increase",5
"332","X2.12.Impact..Indigenous.Knowledge","driver.Air.temperature.directional.change","Decrease",3
"333","X2.12.Impact..Indigenous.Knowledge","driver.Air.temperature.directional.change","Complex",8
"334","X2.12.Impact..Indigenous.Knowledge","driver.Air.temperature.directional.change","NoChange",3
"335","X2.12.Impact..Management","driver.Air.temperature.directional.change","Increase",13
"336","X2.12.Impact..Management","driver.Air.temperature.directional.change","Decrease",1
"337","X2.12.Impact..Management","driver.Air.temperature.directional.change","Complex",24
"338","X2.12.Impact..Management","driver.Air.temperature.directional.change","NoChange",5
"339","X2.12.Impact..Other","driver.Air.temperature.directional.change","Increase",18
"340","X2.12.Impact..Other","driver.Air.temperature.directional.change","Decrease",6
"341","X2.12.Impact..Other","driver.Air.temperature.directional.change","Complex",7
"342","X2.12.Impact..Other","driver.Air.temperature.directional.change","NoChange",4
"343","X2.12.Impact..Abundance","driver.permafrost.melt","Increase",31
"344","X2.12.Impact..Abundance","driver.permafrost.melt","Decrease",51
"345","X2.12.Impact..Abundance","driver.permafrost.melt","Complex",54
"346","X2.12.Impact..Richness","driver.permafrost.melt","Increase",12
"347","X2.12.Impact..Richness","driver.permafrost.melt","Decrease",16
"348","X2.12.Impact..Richness","driver.permafrost.melt","Complex",36
"349","X2.12.Impact..Richness","driver.permafrost.melt","NoChange",2
"350","X2.12.Impact..Loss","driver.permafrost.melt","Increase",26
"351","X2.12.Impact..Loss","driver.permafrost.melt","Decrease",7
"352","X2.12.Impact..Loss","driver.permafrost.melt","Complex",17
"353","X2.12.Impact..Loss","driver.permafrost.melt","NoChange",5
"354","X2.12.Impact..Disease","driver.permafrost.melt","Increase",61
"355","X2.12.Impact..Disease","driver.permafrost.melt","Complex",12
"356","X2.12.Impact..Disease","driver.permafrost.melt","NoChange",4
"357","X2.12.Impact..Invasion","driver.permafrost.melt","Increase",53
"358","X2.12.Impact..Invasion","driver.permafrost.melt","Complex",7
"359","X2.12.Impact..Invasion","driver.permafrost.melt","NoChange",2
"360","X2.12.Impact..Composition","driver.permafrost.melt","Increase",22
"361","X2.12.Impact..Composition","driver.permafrost.melt","Decrease",2
"362","X2.12.Impact..Composition","driver.permafrost.melt","Complex",77
"363","X2.12.Impact..Composition","driver.permafrost.melt","NoChange",3
"364","X2.12.Impact..Genetics","driver.permafrost.melt","Increase",2
"365","X2.12.Impact..Genetics","driver.permafrost.melt","Decrease",8
"366","X2.12.Impact..Genetics","driver.permafrost.melt","Complex",17
"367","X2.12.Impact..Genetics","driver.permafrost.melt","NoChange",5
"368","X2.12.Impact..Land.Use.Loss","driver.permafrost.melt","Increase",25
"369","X2.12.Impact..Land.Use.Loss","driver.permafrost.melt","Decrease",5
"370","X2.12.Impact..Land.Use.Loss","driver.permafrost.melt","Complex",2
"371","X2.12.Impact..Land.Use.Loss","driver.permafrost.melt","NoChange",2
"372","X2.12.Impact..Land.Use.Restore","driver.permafrost.melt","Increase",7
"373","X2.12.Impact..Land.Use.Restore","driver.permafrost.melt","Decrease",4
"374","X2.12.Impact..Land.Use.Restore","driver.permafrost.melt","Complex",5
"375","X2.12.Impact..Land.Use.Restore","driver.permafrost.melt","NoChange",2
"376","X2.12.Impact..Urbanization","driver.permafrost.melt","Increase",13
"377","X2.12.Impact..Urbanization","driver.permafrost.melt","Decrease",1
"378","X2.12.Impact..Urbanization","driver.permafrost.melt","Complex",1
"379","X2.12.Impact..Urbanization","driver.permafrost.melt","NoChange",3
"380","X2.12.Impact..Connectivity","driver.permafrost.melt","Increase",9
"381","X2.12.Impact..Connectivity","driver.permafrost.melt","Decrease",17
"382","X2.12.Impact..Connectivity","driver.permafrost.melt","Complex",10
"383","X2.12.Impact..Connectivity","driver.permafrost.melt","NoChange",2
"384","X2.12.Impact..Trophic","driver.permafrost.melt","Increase",15
"385","X2.12.Impact..Trophic","driver.permafrost.melt","Decrease",3
"386","X2.12.Impact..Trophic","driver.permafrost.melt","Complex",41
"387","X2.12.Impact..Trophic","driver.permafrost.melt","NoChange",7
"388","X2.12.Impact..Indigenous.Knowledge","driver.permafrost.melt","Increase",5
"389","X2.12.Impact..Indigenous.Knowledge","driver.permafrost.melt","Decrease",3
"390","X2.12.Impact..Indigenous.Knowledge","driver.permafrost.melt","Complex",8
"391","X2.12.Impact..Indigenous.Knowledge","driver.permafrost.melt","NoChange",3
"392","X2.12.Impact..Management","driver.permafrost.melt","Increase",13
"393","X2.12.Impact..Management","driver.permafrost.melt","Decrease",1
"394","X2.12.Impact..Management","driver.permafrost.melt","Complex",24
"395","X2.12.Impact..Management","driver.permafrost.melt","NoChange",5
"396","X2.12.Impact..Other","driver.permafrost.melt","Increase",18
"397","X2.12.Impact..Other","driver.permafrost.melt","Decrease",6
"398","X2.12.Impact..Other","driver.permafrost.melt","Complex",7
"399","X2.12.Impact..Other","driver.permafrost.melt","NoChange",4
