"","Title","Authors","Abstract","Published Year","Published Month","Journal","Volume","Issue","Pages","Accession Number","DOI","Ref","Covidence #","Study","Notes","Tags","Sociocultural","Biophysical","Biotic","IK","Intervention","Potentially relevant","save for other sections","Transboundary unclear","Perspective paper","Human_movement","Original_study","socio_human","socio_biotic","socio_physical","human_biotic"
"21","Achieving the 1.5 A°C objective: just implementation through a right to (sustainable) development approach","Gupta, J.; Arts, K.","Achieving the 1.5 A degrees C objective of the Paris Agreement on Climate Change in a just manner requires equitably sharing the responsibilities and rights that relate to this objective. This paper examines how international law concerning the Right to Promote (Sustainable) Development can contribute to determining what would be a """"just"""" approach to achieving the 1.5 A degrees C objective. This entails building on both the Right to Development (RtD) and the Right to Promote Sustainable Development (RtPSD). The RtD is a central notion within international human rights law and the RtPSD has been adopted under the UN Framework Convention on Climate Change (UNFCCC). Based on a literature review and legal analysis, we argue that, although the two Rights are prima facie different, in the context of the unanimously adopted Agenda 2030, including the SDGs, they partly complement and partly merge with each other. Together they provide a framework for assessing how a just transition towards a low greenhouse gas development process could be achieved and what this means for phasing out fossil fuels especially in the context of prospective oil producing countries.",2018,"FEB","INTERNATIONAL ENVIRONMENTAL AGREEMENTS-POLITICS LAW AND ECONOMICS","18","1","11-28","WOS:000424667800002","10.1007/s10784-017-9376-7","","#4665","Gupta 2018","DAVID GONZALEZ (2024-08-21 13:07:19)(Select): Global scale and type of instrument hints at transboundary in North America relevance. Included for this reason. ;","Sociocultural; Transboundary unclear",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"22","Evidence for widespread changes in the structure, composition, and fire regimes of western North American forests","Hagmann, R. K.; Hessburg, P. F.; Prichard, S. J.; Povak, N. A.; Brown, P. M.; Fule, P. Z.; Keane, R. E.; Knapp, E. E.; Lydersen, J. M.; Metlen, K. L.; Reilly, M. J.; Meador, A. J. S.; Stephens, S. L.; Stevens, J. T.; Taylor, A. H.; Yocom, L. L.; Battaglia, M. A.; Churchill, D. J.; Daniels, L. D.; Falk, D. A.; Henson, P.; Johnston, J. D.; Krawchuk, M. A.; Levine, C. R.; Meigs, G. W.; Merschel, A. G.; North, M. P.; Safford, H. D.; Swetnam, T. W.; Waltz, A. E. M.","Implementation of wildfire- and climate-adaptation strategies in seasonally dry forests of western North America is impeded by numerous constraints and uncertainties. After more than a century of resource and land use change, some question the need for proactive management, particularly given novel social, ecological, and climatic conditions. To address this question, we first provide a framework for assessing changes in landscape conditions and fire regimes. Using this framework, we then evaluate evidence of change in contemporary conditions relative to those maintained by active fire regimes, i.e., those uninterrupted by a century or more of human-induced fire exclusion. The cumulative results of more than a century of research document a persistent and substantial fire deficit and widespread alterations to ecological structures and functions. These changes are not necessarily apparent at all spatial scales or in all dimensions of fire regimes and forest and nonforest conditions. Nonetheless, loss of the once abundant influence of low- and moderate-severity fires suggests that even the least fire-prone ecosystems may be affected by alteration of the surrounding landscape and, consequently, ecosystem functions. Vegetation spatial patterns in fire-excluded forested landscapes no longer reflect the heterogeneity maintained by interacting fires of active fire regimes. Live and dead vegetation (surface and canopy fuels) is generally more abundant and continuous than before European colonization. As a result, current conditions are more vulnerable to the direct and indirect effects of seasonal and episodic increases in drought and fire, especially under a rapidly warming climate. Long-term fire exclusion and contemporaneous social-ecological influences continue to extensively modify seasonally dry forested landscapes. Management that realigns or adapts fire-excluded conditions to seasonal and episodic increases in drought and fire can moderate ecosystem transitions as forests and human communities adapt to changing climatic and disturbance regimes. As adaptation strategies are developed, evaluated, and implemented, objective scientific evaluation of ongoing research and monitoring can aid differentiation of warranted and unwarranted uncertainties.",2021,"DEC","Ecological Applications","31","8","","WOS:000706158700001","10.1002/eap.2431","","#4731","Hagmann 2021","Tyler McIntosh (2024-08-23 08:36:57)(Select): c1: yes
c2: yes - shifts in fire, fire-impacts on landscapes, and fire management
c3: yes
c4: yes
c5: yes - example: fire regime map showing changes along the MT/ID northern border w/ Canada; ","Biophysical; Biotic; Sociocultural",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"23","Adapting forest management to climate change: The state of science and applications in Canada and the United States","Halofsky, J. E.; Andrews-Key, S. A.; Edwards, J. E.; Johnston, M. H.; Nelson, H. W.; Peterson, D. L.; Schmitt, K. M.; Swanston, C. W.; Williamson, T. B.","Over the last decade, considerable progress has been made in developing vulnerability assessment tools and in applying these methodologies to identify and implement climate change adaptation approaches for forest ecosystems and forest management organizations in Canada and the United States. However, given that adaptation processes are in early stages, evaluation of approaches across agency, organizational, and geographic boundaries is critical. Thus, we conducted a qualitative comparison of three conceptual frameworks for climate change vulnerability assessment and adaptation efforts in the Canadian and United States forestry agency contexts. We focus our comparison on components of the conceptual frameworks, development process, intended users, similarities and differences in institutional contexts (geographic and organizational), and implementation. Finally, we present case studies to illustrate how the frameworks have been implemented on the ground and in different contexts. Despite different trajectories of development, the Canadian and US forest agencies have developed similar conceptual frameworks for vulnerability assessment and adaptation. We found that key components of the conceptual frameworks included: establishing a science-management partnership; evaluating current forest conditions and management objectives; conducting detailed science-based vulnerability assessments; developing adaptation approaches and on-the-ground tactics; implementing adaptation tactics; and monitoring outcomes and adjusting as needed. However, the contexts in which these frameworks are implemented vary considerably within and between countries, mostly because of differences in land ownership, management norms, and organizational cultures. On-the-ground applications, although slow to develop, are beginning to proliferate, providing examples that can be emulated by others. A strategy for accelerating implementation of adaptation in Canada and the United States is suggested, building on successes by federal agencies and extending to public, private, and crown lands.",2018,"AUG 1","Forest Ecology and Management","421","","84-97","WOS:000432758000009","10.1016/j.foreco.2018.02.037","","#4765","Halofsky 2018","","Intervention; Sociocultural",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"24","The function of international business frameworks for governing companies' climate change-related actions toward the 2050 goals","Hori, S.; Syugyo, S.","At the 22nd Conference of the Parties in 2016, the roles of non-state actors in global climate change were emphasized with a particular focus on international frameworks for corporate activities. Frameworks are intended to serve as international governance to help regulate corporate actions. However, companies' climate-related activities are voluntary and produce several issues. The current research addresses the following questions: How do international business frameworks work for governing and enforcing the practical implementation of corporate activities? In the future, what functions are expected to work for business sectors ensuring the 2050 goals? This study examines the function of international business frameworks from different perspectives according to socio-environmental challenges, enforcement measures, organizers, and embedded problems. First, the development process of the motivation of corporate activities is examined, from Corporate Social Responsibility to the long-term vision. Second, we conduct a thorough review of the public and private regimes and identify three key components of private regimes to achieve effective, legitimate, and compliant functions: participation, accountability, and norms. These three components are not ensured by one regime, but by different types of international frameworks: industry associations, international organizations, and third parties. This study illustrates how these three types of frameworks work with the key components for enforcement. Furthermore, with increasing expectations for corporate actions, companies are creating their own visions and principles to attain the 2050 global goal. This paper demonstrates that the function of international frameworks is expected to strengthen in terms of supporting and governing a company's actions.",2020,"SEP","INTERNATIONAL ENVIRONMENTAL AGREEMENTS-POLITICS LAW AND ECONOMICS","20","3","541-557","WOS:000563128400006","10.1007/s10784-020-09475-7","","#5261","Hori 2020","Tyler McIntosh (2024-08-23 04:48:28)(Select): c1: yes
c2: yes, specifically on climate-related actions
c3: Yes: accepting general references to reducing damage to the environment
c4: yes, global, includes a specific mention of a framework that started in Canada and became international
c5: yes, specific focus on international frameworks; ","Sociocultural",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"25","The dynamics of advancing climate policy in federal political systems","Jordaan, S. M.; Davidson, A.; Nazari, J. A.; Herremans, I. M.","To avoid irreversible climate damages, countries with different political systems must commit to reducing greenhouse gas emissions across the world. The challenge posed to federal countries participating in international climate agreements through the United Nations Framework Convention on Climate Change is that successful implementation requires buy-in from their subnational governments. However, subnational climate action may not be aligned with the political priorities of the national government and could either undermine or support commitments made through the agreement. To explore these dynamics, we review the incoherence between international commitments, national and subnational policies of Canada and the United States, relying on case studies of investments in low-carbon energy and emissions outcomes. Political and policy incoherence has flowed in both directions. Both countries have seen periods of federal government action, which have been undermined by subnational inaction or opposition. Similarly, both countries have seen periods of federal government inaction, which has placed the onus on subnational governments. Our analysis enables a greater understanding about how the dynamics of federalist political systems influence policy, thus the energy investment and emissions outcomes of national commitments to international agreements. The implications of our findings for other federalist political systems are discussed. We suggest that during national leadership voids, subnational governments can counteract the associated negative policy outcomes by implementing climate policies that support low-carbon technologies and reducing emissions. This type of system supports the development of a coordinated strategy among subnational governments in achieving international goals through cooperative federalism via subnational policy compacts.",2019,"MAY","ENVIRONMENTAL POLICY AND GOVERNANCE","29","3","220-234","WOS:000472205300006","10.1002/eet.1849","","#5841","Jordaan 2019","Tyler McIntosh (2024-08-26 10:03:03)(Select): 1 - yes
2 - yes, climate-related policy
3 - in that shifts in renewable energy policy etc impact biodiversity... Accepting given section lead author request for flexibility here
4 - yes
5 - yes, discussion of cross-boundary agreements between Canada & US at multiple levels of government; ","Sociocultural",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"26","Policy innovation in a changing climate: Sources, patterns and effects","Jordan, A.; Huitema, D.","States have been widely criticized for failing to advance the international climate regime. Many observers now believe that a """"new"""" climate governance is emerging through transnational and/or local forms of action that will eventually plug the resulting governance gaps. Yet states, which remain oddly absent from most discussions of the """"new"""" governance, will remain key players as governance becomes more polycentric. This paper introduces a special issue that explores the ability of states to rise to these interconnected challenges through the analytical prism of policy innovation. It reveals that policy innovation is much more multi-dimensional than is often thought; it encompasses three vital activities: invention (centering on the 'source' of new policy elements), diffusion (that produces different 'patterns' of policy adoption), and the evaluation of the 'effects' that such innovations create in reality. The papers, which range from qualitative case studies to large 'n' quantitative studies, offer new insights into the varied roles that states play in relation to all three. They show, for instance that: the policy activity of states has risen dramatically in the past decade; that state innovation is affected to similar degrees by internal and external factors; and that policies that offer flexibility to target groups on how to meet policy goals are most effective but that voluntary reporting requirements are ineffective. This paper draws upon these and many other insights to offer a much more nuanced reflection on the future of climate governance; one that deservedly puts states at the front and center of analysis. (C) 2014 The Authors. Published by Elsevier Ltd.",2014,"NOV","GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS","29","","387-394","WOS:000348017200034","10.1016/j.gloenvcha.2014.09.005","","#5842","Jordan 2014","Silvia Olvera-Hernandez (2024-08-23 10:54:42)(Select): It does not mention North America but it is global. I have included it because it focused on the ‘‘new’’ climate governance, and that many analysts appear to have either forgotten about or quietly given up on the nation-state, having pinned their hopes on other actors (civil society, companies, NGOs) to fill the glaring governance gaps.; ","Sociocultural; Transboundary unclear",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"27","Implications of Zoonoses From Hunting and Use of Wildlife in North American Arctic and Boreal Biomes: Pandemic Potential, Monitoring, and Mitigation","Keatts, L. O.; Robards, M.; Olson, S. H.; Hueffer, K.; Insley, S. J.; Joly, D. O.; Kutz, S.; Lee, D. S.; Chetkiewicz, C. L. B.; Lair, S.; Preston, N. D.; Pruvot, M.; Ray, J. C.; Reid, D.; Sleeman, J. M.; Stimmelmayr, R.; Stephen, C.; Walzer, C.","The COVID-19 pandemic has re-focused attention on mechanisms that lead to zoonotic disease spillover and spread. Commercial wildlife trade, and associated markets, are recognized mechanisms for zoonotic disease emergence, resulting in a growing global conversation around reducing human disease risks from spillover associated with hunting, trade, and consumption of wild animals. These discussions are especially relevant to people who rely on harvesting wildlife to meet nutritional, and cultural needs, including those in Arctic and boreal regions. Global policies around wildlife use and trade can impact food sovereignty and security, especially of Indigenous Peoples. We reviewed known zoonotic pathogens and current risks of transmission from wildlife (including fish) to humans in North American Arctic and boreal biomes, and evaluated the epidemic and pandemic potential of these zoonoses. We discuss future concerns, and consider monitoring and mitigation measures in these changing socio-ecological systems. While multiple zoonotic pathogens circulate in these systems, risks to humans are mostly limited to individual illness or local community outbreaks. These regions are relatively remote, subject to very cold temperatures, have relatively low wildlife, domestic animal, and pathogen diversity, and in many cases low density, including of humans. Hence, favorable conditions for emergence of novel diseases or major amplification of a spillover event are currently not present. The greatest risk to northern communities from pathogens of pandemic potential is via introduction with humans visiting from other areas. However, Arctic and boreal ecosystems are undergoing rapid changes through climate warming, habitat encroachment, and development; all of which can change host and pathogen relationships, thereby affecting the probability of the emergence of new (and re-emergence of old) zoonoses. Indigenous leadership and engagement in disease monitoring, prevention and response, is vital from the outset, and would increase the success of such efforts, as well as ensure the protection of Indigenous rights as outlined in the United Nations Declaration on the Rights of Indigenous Peoples. Partnering with northern communities and including Indigenous Knowledge Systems would improve the timeliness, and likelihood, of detecting emerging zoonotic risks, and contextualize risk assessments to the unique human-wildlife relationships present in northern biomes.",2021,"MAY 5","Frontiers in Public Health","9","","","WOS:000651756300001","10.3389/fpubh.2021.627654","","#6073","Keatts 2021","","Biotic; Intervention; Perspective paper; Sociocultural",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"28","Are transboundary fisheries management arrangements in the Northwest Atlantic and North Pacific seaworthy in a changing ocean?","Koubrak, O.; VanderZwaag, D. L.","Climate change is affecting physical and biological components and processes of marine ecosystems in many ways. Resulting changes in abundance and distribution of commercially valuable species are anticipated to create or exacerbate challenges for fisheries management across national boundaries by raising questions around catch allocation, membership in the management organizations, and forms of cooperation between the organizations. In this paper we assess eight transboundary fisheries arrangements in the Northwest Atlantic and North Pacific on their preparedness to respond to climate-change driven changes. For each arrangement a three-part analysis is provided. A general introduction to fisheries management responsibilities, including species and geographic scope, is first followed by a review of how climate-related science is being supported and a discussion of how climate change is being addressed directly or indirectly in management. The review shows that none of the examined treaties and founding documents mention climate change or direct parties to include climate change in their research programs and management measures. Nevertheless, climate change is on the radar screen of all eight arrangements although adopting management approaches that do not rely on single stock assessments remains politically difficult. The seaworthiness of the eight arrangements to address climate change varies considerably. Three arrangements were categorized as the most seaworthy for investing significant resources in ecosystem-based management and climate science. Three were assessed to be moderately seaworthy for recognizing precautionary and ecosystem approaches in their treaties, or for taking steps toward this objective, as well as supporting climate science. However, they are relying on single-stock management and, at times, struggle with making decisions based on scientific evidence. Two arrangements appear to be least seaworthy because they are largely ignoring climate change and the need for an ecosystem approach in their management or have inadequate legal tools to address these needs effectively.",2020,"DEC","Ecology and Society","25","4","","WOS:000603995100011","10.5751/ES-11835-250442","","#6445","Koubrak 2020","Tyler McIntosh (2024-08-26 11:02:43)(Select): review of fisheries management that is explicitly transboundary and focused on whether/how much climate change impacts these agreements. I this as a climate impact on power/policy flows. Clear bioD relationship and clear NAm examples.;","Sociocultural",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"29","Multidisciplinary perspectives on living marine resources in the Arctic","Kvamsdal, S. F.; Dankel, D.; Ekerhovd, N. A.; Hoel, A. H.; Renner, A. H. H.; Sando, A. B.; Steinshamn, S. I.","Many areas in the Arctic are vulnerable to the impacts of climate change. We observe large-scale effects on physical, biological, economic and social parameters, including ice cover, species distributions, economic activity and regional gover-nance frameworks. Arctic living marine resources are affected in various ways. A holistic understanding of these effects requires a multidisciplinary enterprise. We synthesize relevant research, from oceanography and ecology, via economics, to political science and international law. We find that multidisciplinary research can enhance our understanding and promote new questions and issues relating to impacts and outcomes of climate change in the Arctic. Such issues include recent insights on changing spawning migrations of the North-east Arctic cod stock that necessitates revisions of socioeconomic estimates of ecosystem wealth in the Barents Sea, better integrated prediction systems that require increased coopera-tion between experts on climate prediction and ecosystem modelling, and institu-tional complexities of Arctic governance that require enhanced coordination.",2022,"OCT 20","Polar Research","41","","","WOS:000883652000001","10.33265/polar.v41.7766","","#6617","Kvamsdal 2022","","Biophysical; Biotic; Intervention; Sociocultural",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"30","Stakeholder engagement for sustainable water supply management: what does the future hold?","Langsdale, S. M.; Cardwell, H. E.","Sustainable water supply and water resource management relies on effectively engaging stakeholders in decision making. With water conflicts increasing due to stressors such as population growth, climate change, and aging infrastructure, stakeholder engagement holds the promise to improve decisions, save time and money, and improve relationships between governing bodies and stakeholders. This opinion paper reviews the benefits of engaging stakeholders in water supply management decision-making, assesses the current state of the practice, and predicts future trends in the North American setting. The current use of technology will undoubtedly continue, allowing water managers to engage more stakeholders and engage them more substantively. We predict increased roles for the private and nongovernmental sectors in stakeholder engagement, taking place at different scales, but with a focus on the local level. Evaluating the benefits and effectiveness of engagement processes will help justify the investments, and also support practitioners to determine the most appropriate tools and techniques. Finally, foundational principles of open communication, building and maintaining trust, and ethical decision-making must be placed front and center. We see continued growth in the importance, tools, and application of stakeholder engagement as water managers and the communities they serve to strive towards sustainability.",2022,"OCT","AQUA-WATER INFRASTRUCTURE ECOSYSTEMS AND SOCIETY","71","10","1095-1104","WOS:000874882100001","10.2166/aqua.2022.041","","#6713","Langsdale 2022","Tyler McIntosh (2024-08-30 02:16:51)(Select): c1: yes
c2: yes - climate restricting water resources -> shifts in governance and engagement/participation
c3: yes - 'What should be the allocation between water for a city and water for the ecosystem? What are acceptable levels of contaminants? Since water is a public good, this decision should not be left to technical experts'
c4: yes - focused on N.Am
c5: yes - specifically lists national & tribal governing entities as potential stakeholders; ","Perspective paper; Sociocultural; Transboundary unclear",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"31","Managing California Black Oak for Tribal Ecocultural Restoration","Long, J. W.; Goode, R. W.; Gutteriez, R. J.; Lackey, J. J.; Anderson, M. K.","Many tribes in California and Oregon value California black oak (Quercus kelloggii) as a traditional source of food and other values. Over centuries or millennia, Native Americans learned that they could enhance production of desired resources by regularly igniting low-intensity surface fires in stands of black oak. Although black oak is likely to remain widespread in the future, a warming climate, increasingly dense forests, and altered fire regimes threaten the large, full-crowned mature trees that produce crops of high-quality acorns and provide cavities for many wildlife species. To examine the effects of different kinds of burns on tribal values including associated plants, fungi, and wildlife of special cultural significance, we reviewed and synthesized scientific studies of black oak in conjunction with interviews and workshops with tribal members who use the species and recall burning by their ancestors. We conducted two exploratory analyses to understand trends in large black oaks and potential tradeoffs regarding black oak restoration. Our findings identify opportunities for reintroducing low-intensity fire, in conjunction with thinning, to restore stands that are favorable for acorn gathering. We present examples of such projects and discuss how to overcome challenges in restoring the socioecological benefits of black oak ecosystems for tribes.",2017,"SEP","Journal of Forestry","115","5","426-434","WOS:000410540200016","10.5849/jof.16-033","","#7355","Long 2017","Anna LoPresti (2024-08-23 08:48:23)(Select): this is transboundary, Tribal-US boundaries, which we are including; Silvia Olvera-Hernandez (2024-08-23 04:37:48)(Select): It focuses on TEK and black oak, in a USA ecosystem that crosses to Mexico. Still, the transboundary aspects are not discussed. It can help in other sections about TEK on how treatments promote conditions desired by tribal members who value black oak and associated wildlife, plants, and fungi. ; ","IK; Sociocultural; Transboundary unclear; save for other sections",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"32","Issues and challenges of Mangrove conservation in the Anthropocene","Lugo, A. E.; Medina, E.; McGinley, K.","This essay addresses the conservation issues facing mangroves in the Anthropocene, defined as the era of human domination over the world. We review the laws, policies, international agreements, and local actions that address the conservation of mangrove forests in the Neotropics and relate them to the Anthropocene. Collaboration between governments, non-governmental organizations, and communities that depend on mangroves for their livelihood will be critical in the Anthropocene. The essay also reviews recent developments in mangrove ecology and ecophysiology that enlighten how mangroves might respond to changes in temperature and rainfall, sea level rise, and other anthropogenic and natural disturbances. Mangroves in the Anthropocene will also face changes in their species composition given the current movement of mangroves species across continental barriers as a result of human activity. These trends will lead to novel mangrove forests and in some cases expand the range of mangroves worldwide. The solution to mangrove persistence in the Anthropocene is not to isolate mangroves from people, but to regulate interactions between mangroves and humans through effective management. We will also have to expand the scope of the ecological analysis of mangrove ecosystems to include the social forces converging on the mangroves through an analytical approach that has been termed Social Ecology.",2014,"","Madera y Bosques","20","","11-38","WOS:000346409900001","","","#7455","Lugo 2014","","Biotic; Intervention; Sociocultural",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"33","Environmental Harms in Distant Polar Regions and Small Island Developing States","Macpherson, C. C.; Bidaisee, S.; Macpherson, C. N. L.; Macpherson, C. C.","The Polar Regions (PR) and Small Island Developing States (SIDS) are distant and relatively undeveloped. They differ in cultures, socioeconomics, geographies, flora and fauna, and annual average temperatures. Despite their differences, they are similar in having small percentages of global population, limited economic and political influence, growing reliance on imported food and goods, and producing relatively small amounts of greenhouse gas emissions. The Arctic encompasses about four million people and 30 different Indigenous Peoples. There, warming has increased exposure to infectious, vector-borne, and mental illnesses; reduced food and water security; and displaced communities through scarcity, rising sea levels, and melting permafrost that damages infrastructure. Combined, the Small Island Developing States (SIDS) have over 60 million people. Their extensive and low lying coastal areas make them particularly vulnerable to sea level rise and extreme weather. Changes in temperatures and precipitation patterns in Caribbean SIDs contributed to outbreaks of infectious diseases including cholera in Haiti, malaria in Jamaica, and H1N1 influenza virus in Barbados. Previously confined to SIDS of the Indian Ocean, Chikungunya (CHIKV) appeared across Caribbean SIDS in 2013, causing significant morbidity. We review health impacts of climate change in the PR and SIDS, contrast the environmental contexts in which these are occurring, and discuss regional and global causes and consequences.",2016,"","BIOETHICAL INSIGHTS INTO VALUES AND POLICY: CLIMATE CHANGE AND HEALTH","4","","127-142","WOS:000418031000012","10.1007/978-3-319-26167-6_1010.1007/978-3-319-26167-6","","#7577","Macpherson 2016","Tyler McIntosh (2024-08-20 06:53:45)(Select): A review that is more geography-based than flow-based; this is reflected by the fact that it is tagged for three sections. Primary focus is on shifting pathogens & vectors. There are clear climate change impacts on flows such as: shifting cultural behaviors around hunting, northward movement of pathogens & their vectors, shifts in international investment patterns and conservation, and human movement. There are mentions of subsequent biodiversity impacts, although most are in passing or indirect.; ","Biotic; Human movement; Sociocultural",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"34","Impacts of colonization on Indigenous food systems in Canada and the United States: a scoping review","Malli, A.; Monteith, H.; Hiscock, E. C.; Smith, E. V.; Fairman, K.; Galloway, T.; Mashford-Pringle, A.","BackgroundIndigenous populations in Canada and the United States (US) have maintained reciprocal relationships with nature, grounded in respect for and stewardship of the environment; however, disconnection from traditional food systems has generated a plethora of physical and mental health challenges for communities. Indigenous food sovereignty including control of lands were found to be factors contributing to these concerns. Therefore, our aim was to conduct a scoping review of the peer-reviewed literature to describe Indigenous disconnection from Indigenous food systems (IFS) in Canada and the US.MethodsFollowing the Preferred Reporting Items for Systematic Reviews and Meta-Analyses for Scoping Reviews (PRISMA-SR) and Joanna Briggs Institute guidelines, we searched MEDLINE, SCOPUS, International Bibliography of the Social Sciences, Sociological Abstracts, and Bibliography of Native North Americans. Data was extracted from 41 studies and a narrative review completed based on study themes.ResultsThe overarching theme identified in the included studies was the impact of colonization on IFS. Four sub-themes emerged as causes for Indigenous disconnection from traditional food systems, including: climate change; capitalism; legal change; and socio-cultural change. These sub-themes highlight the multiple ways in which colonization has impacted Indigenous food systems in Canada and the US and important areas for transformation.ConclusionsEfforts to reconnect Indigenous knowledge and values systems with future food systems are essential for planetary health and sustainable development. Traditional knowledge sharing must foreground authentic Indigenous inclusion within policymaking. center dot The main theme identified amongst the SR literature was the lasting impacts of colonization on Indigenous food systems in Canada and the US, which is described through four key areas: climate change; capitalism; legal changes; and socio-cultural changes.center dot Less than 20% of included papers report author positionality, with only 7% of included papers reporting Indigenous authorship, emphasizing an opportunity for more reporting and Indigenous engagement in the future.center dot Loss of cultural knowledge and practices was highlighted by many articles reviewed.center dot Revitalisation of IFS must include authentic Indigenous engagement, support Indigenous knowledge frameworks, community sharing networks, education programs and co-management.",2023,"OCT 26","BMC Public Health","23","1","","WOS:001091144900002","10.1186/s12889-023-16997-7","","#7691","Malli 2023","","Sociocultural",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"35","INTERNATIONAL CITY PARTNERSHIPS FOR SUSTAINABLE DEVELOPMENT: A SYNTHESIS FRAMEWORK","Mayer, L.","The topic of international municipal partnerships (IMP) for sustainable development has attracted the attention of an increasing number of scholars, indicating that a burgeoning research field is maturing. However, the literature is highly fragmented and efforts to synthesize the overall state of the art in this area are still insufficient. By conducting a systematic literature review, this paper's purpose is twofold: (i) to gather and integrate findings on IMP for sustainable development and (ii) to assemble what are the main research avenues for further investigation. The analysis of the 70 selected papers revealed that, in the first place, the literature has not yet reached a consensus about the definitions and the main dimensions surrounding the process of IMP for sustainable development. In the second place, findings concerning the extent to what and how city international partnering can be drivers for sustainable urban development have also been dispersal. By integrating the results from previous studies on IMP in the area of sustainable development, this paper provides a conceptual framework that synthesizes and structures the main aspects of the research area and based on it, a holistic analysis of its state of the art. Both practitioners and academics can benefit from this framework, considering that it provides a comprehensive understanding of the main dimensions surrounding IMP in the area of sustainable development and climate change.",2019,"","ECONOMIC AND SOCIAL DEVELOPMENT (ESD): 39TH INTERNATIONAL SCIENTIFIC CONFERENCE ON ECONOMIC AND SOCIAL DEVELOPMENT - SUSTAINABILITY FROM AN ECONOMIC AND SOCIAL PERSPECTIVE","","","298-308","WOS:000471848300031","","","#7936","Mayer 2019","Tyler McIntosh (2024-08-26 10:51:24)(Select): A paper that is global without explicit geographic references, and also does not have a clear biodiversity impact. However, including since section lead author requested flexibility in favor of papers with clear flows. This is a good overview of an explicit climate/sustainability-driven sociocultural transboundary flow mechanism; ","Sociocultural; Transboundary unclear",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
